State District,Crop,Rendimento_Medio,Rendimento_Std_Dev,Contagem_Registros,Coef_Variacao_Rendimento (%)
RAJASTHAN - HANUMANGARH,BARLEY,2.8027272727272727,0.7299979244470287,22,26.045984978648445
HARYANA - ROHTAK,RICE,1.791818181818182,0.466554098977522,22,26.038026832839883
CHHATTISGARH - KOREA,BARLEY,0.7215789473684211,0.1877428252185756,19,26.018334640065184
HIMACHAL PRADESH - KANGRA,MAIZE,1.7028571428571428,0.44287857091016325,21,26.007969768214284
UTTAR PRADESH - BUDAUN,MAIZE,1.7940425531914892,0.46645592351758575,47,26.00027087918232
RAJASTHAN - ALWAR,MAIZE,1.492727272727273,0.38774294157932615,22,25.975471116763625
MADHYA PRADESH - GWALIOR,RICE,2.2104545454545454,0.5717265186443709,22,25.864658462217065
MANIPUR - CHANDEL,RICE,1.3808695652173912,0.3571085020178582,23,25.86113207308167
MANIPUR - UKHRUL,MAIZE,2.24875,0.5815149846902956,32,25.859476806683517
UTTAR PRADESH - MEERUT,MAIZE,1.8404444444444443,0.4759056225935574,45,25.858190070888774
ARUNACHAL PRADESH - PAPUM PARE,RICE,1.5063636363636363,0.38943849021679633,22,25.85288709948557
UTTAR PRADESH - JALAUN,BARLEY,2.0777272727272726,0.5370105241336551,22,25.846054541545428
MAHARASHTRA - NAGPUR,WHEAT,1.24,0.3203718078078894,22,25.836436113539467
CHHATTISGARH - KORBA,RICE,1.1500000000000001,0.29709706606876257,19,25.834527484240223
TAMIL NADU - VIRUDHUNAGAR,RICE,3.3544,0.8658381295985219,25,25.812011972290776
HIMACHAL PRADESH - HAMIRPUR,BARLEY,1.2485714285714284,0.3214231745578672,21,25.743274850172433
UTTAR PRADESH - KANPUR NAGAR,BARLEY,2.1122727272727273,0.5436904915936555,22,25.739597191866626
HIMACHAL PRADESH - SIRMAUR,RICE,1.4047619047619047,0.3614639546015487,21,25.73133236146618
HIMACHAL PRADESH - LAHUL AND SPITI,BARLEY,1.1985714285714286,0.30830643383305695,21,25.722825230409995
UTTAR PRADESH - LUCKNOW,BARLEY,1.8622727272727273,0.47856861794096156,22,25.698095178670133
RAJASTHAN - DHOLPUR,MAIZE,1.4764705882352942,0.37930761224352244,17,25.69015700454136
ASSAM - DIMA HASAO,RICE,1.8598305084745763,0.47776957194946135,59,25.688877011772732
GUJARAT - KHEDA,MAIZE,1.7891428571428571,0.45951618692970997,35,25.68359396764588
MADHYA PRADESH - GUNA,BARLEY,2.1075,0.5411962869908028,20,25.67953912174628
ODISHA - KANDHAMAL,MAIZE,1.1814893617021276,0.3032431849723789,47,25.666179891413304
UTTAR PRADESH - KHERI,BARLEY,1.8622727272727273,0.4777818970257675,22,25.655849974534746
UTTAR PRADESH - SITAPUR,BARLEY,1.8622727272727273,0.4777818970257675,22,25.655849974534746
UTTAR PRADESH - UNNAO,BARLEY,1.8622727272727273,0.4777818970257675,22,25.655849974534746
ANDHRA PRADESH - WEST GODAVARI,RICE,3.7202272727272727,0.9539915865173433,44,25.643368444476206
RAJASTHAN - HANUMANGARH,RICE,3.1540909090909093,0.8087242103986059,22,25.640485125766432
MADHYA PRADESH - TIKAMGARH,BARLEY,1.9780952380952381,0.5069380538844864,21,25.62758577653879
MAHARASHTRA - BULDHANA,WHEAT,1.466818181818182,0.3755933257132591,22,25.60599059712333
UTTAR PRADESH - AURAIYA,MAIZE,1.9200000000000002,0.4913200065509334,44,25.589583674527777
WEST BENGAL - DARJEELING,MAIZE,2.738888888888889,0.7004778311404238,45,25.575255498027644
JAMMU AND KASHMIR - KATHUA,WHEAT,1.6811111111111112,0.42982744675849643,18,25.568056978363963
GUJARAT - AHMADABAD,MAIZE,1.6857142857142855,0.43027208360997105,14,25.524615129405063
ASSAM - UDALGURI,WHEAT,1.0657142857142856,0.27151184379080284,14,25.47698266133539
BIHAR - DUMKA,MAIZE,2.22,0.565302279021292,7,25.464066622580724
CHHATTISGARH - NARAYANPUR,WHEAT,1.9291666666666665,0.49116666923733426,12,25.460043329797028
MADHYA PRADESH - SHAJAPUR,WHEAT,2.369090909090909,0.6025968334823408,22,25.43578345474194
MEGHALAYA - WEST KHASI HILLS,RICE,1.8040384615384615,0.45835708151830584,52,25.407278796452303
RAJASTHAN - CHITTORGARH,RICE,1.6163636363636364,0.4103604159707305,22,25.387877253532253
UTTARAKHAND - HARIDWAR,RICE,2.4963333333333333,0.6336728370127727,30,25.384143557728912
ANDHRA PRADESH - WARANGAL,MAIZE,3.725625,0.9456042188514587,32,25.38108958500812
WEST BENGAL - DARJEELING,WHEAT,1.6159090909090907,0.40961839489606583,22,25.349098980909844
JAMMU AND KASHMIR - DODA,MAIZE,1.2684210526315791,0.32116564016259985,19,25.320112709914504
KARNATAKA - TUMAKURU,MAIZE,2.5384848484848486,0.64229933693601,66,25.30246880612192
WEST BENGAL - JALPAIGURI,RICE,1.9871212121212123,0.5026139829439844,66,25.29357443713532
UTTAR PRADESH - SIDDHARTH NAGAR,WHEAT,2.8645454545454543,0.7219004500208179,22,25.201221676385266
MAHARASHTRA - GONDIA,WHEAT,0.779,0.1962785346335527,20,25.196217539608817
MAHARASHTRA - BHANDARA,WHEAT,0.9845454545454545,0.24761197126085865,22,25.149877044039197
UTTAR PRADESH - SANT RAVIDAS NAGAR,RICE,2.2045454545454546,0.5541164332926986,22,25.13517841740076
TELANGANA - MAHBUBNAGAR,WHEAT,0.8733333333333334,0.21939310229205775,3,25.12134759069363
JHARKHAND - GODDA,MAIZE,1.5233333333333332,0.38189927837524046,18,25.069974510409658
GUJARAT - SURAT,RICE,2.5551219512195122,0.6405197965372323,41,25.068071456688166
RAJASTHAN - AJMER,BARLEY,2.255,0.5652285673365541,22,25.06556839629952
RAJASTHAN - GANGANAGAR,RICE,2.559090909090909,0.6410624298467653,22,25.050396903425998
UTTARAKHAND - TEHRI GARHWAL,BARLEY,1.1426315789473684,0.2860427727390736,19,25.033683473249184
CHHATTISGARH - JASHPUR,RICE,1.1405263157894738,0.2853550163920672,19,25.019590731191858
KARNATAKA - DAVANGERE,MAIZE,2.8804761904761906,0.7199471946841939,63,24.99403387066965
RAJASTHAN - JAISALMER,BARLEY,2.5086363636363633,0.6269981047631829,22,24.99358272293898
MADHYA PRADESH - DEWAS,RICE,0.6894736842105263,0.172287669134133,19,24.98828788968341
RAJASTHAN - NAGAUR,WHEAT,2.235,0.5584651585670617,22,24.98725541687077
MADHYA PRADESH - NEEMUCH,WHEAT,2.972857142857143,0.7416747458093934,21,24.94821345826888
JAMMU AND KASHMIR - SAMBA,MAIZE,1.556,0.3881065145893155,10,24.9425780584393
BIHAR - MUNGER,WHEAT,1.9822727272727272,0.4939243417885531,22,24.91707296342162
BIHAR - DUMKA,RICE,1.5166666666666666,0.377659458595527,6,24.900623643661124
TRIPURA - SOUTH TRIPURA,RICE,2.632903225806452,0.6554295972789506,31,24.893797495279912
UTTAR PRADESH - JHANSI,BARLEY,1.8227272727272728,0.4535802739704019,22,24.88470331009686
HIMACHAL PRADESH - KULLU,BARLEY,1.4261904761904762,0.35467557274890227,21,24.86873798907161
RAJASTHAN - DAUSA,MAIZE,1.4577272727272728,0.362214509164598,22,24.847892739698025
ARUNACHAL PRADESH - UPPER SUBANSIRI,WHEAT,1.3736363636363635,0.34127035403834094,11,24.84430108816513
TRIPURA - DHALAI,RICE,2.263225806451613,0.561814839585512,31,24.823631737672283
BIHAR - PATNA,BARLEY,1.4976190476190476,0.3715360650314416,21,24.8084494933554
GUJARAT - BHARUCH,WHEAT,1.5613636363636365,0.38720359421966016,22,24.79906571421404
BIHAR - NAWADA,BARLEY,1.0394999999999999,0.25752823044024553,20,24.774240542592167
KARNATAKA - BAGALKOTE,RICE,2.6223076923076927,0.6496294801950275,26,24.773198130053846
CHHATTISGARH - SUKMA,WHEAT,1.1666666666666667,0.2886751345948129,3,24.743582965269677
KARNATAKA - KOPPAL,MAIZE,2.675238095238095,0.6616300914258543,63,24.731633890962872
MANIPUR - TAMENGLONG,MAIZE,2.2195833333333335,0.5488365494124954,24,24.72700804561646
MAHARASHTRA - HINGOLI,WHEAT,1.3968421052631579,0.34525437693868805,19,24.716779057404192
SIKKIM - EAST DISTRICT,WHEAT,1.2945454545454547,0.3198322070909069,22,24.706139592696456
GUJARAT - BANAS KANTHA,MAIZE,2.034666666666667,0.5026737704915881,30,24.705460541853935
PUDUCHERRY - KARAIKAL,RICE,2.1002,0.5181698169361791,50,24.67240343472903
KARNATAKA - VIJAYAPURA,MAIZE,2.58,0.6357672530100934,66,24.642141589538504
ARUNACHAL PRADESH - LOWER SUBANSIRI,MAIZE,1.7695454545454545,0.4359388038390718,22,24.63563751466627
CHHATTISGARH - JASHPUR,MAIZE,1.6873684210526316,0.41520867719019916,19,24.606877313205814
MADHYA PRADESH - TIKAMGARH,WHEAT,1.9936363636363637,0.4905443570501715,22,24.605508105571758
BIHAR - EAST SINGHBUM,RICE,1.0483333333333333,0.2576366951089589,6,24.57583737128384
TELANGANA - HANUMAKONDA,MAIZE,5.859999999999999,1.4400555544839233,6,24.574326868326338
KARNATAKA - MANDYA,MAIZE,2.846111111111111,0.6985359802639163,54,24.54352458471695
ARUNACHAL PRADESH - TIRAP,MAIZE,1.2868181818181819,0.3158267512363967,22,24.543230403393597
UTTAR PRADESH - MORADABAD,MAIZE,1.5729545454545453,0.38602072209382116,44,24.541123785765254
MADHYA PRADESH - RAJNANDGAON,MAIZE,1.1500000000000001,0.28160255680657437,3,24.487178852745593
RAJASTHAN - PRATAPGARH,MAIZE,1.791818181818182,0.43853889637791954,11,24.474519838442994
RAJASTHAN - PALI,WHEAT,2.0245454545454544,0.49544330580205553,22,24.471829204412263
CHHATTISGARH - NARAYANPUR,MAIZE,2.1958333333333333,0.5360369446788217,12,24.411549662792638
UTTARAKHAND - PITHORAGARH,MAIZE,1.3119999999999998,0.3195490243254835,20,24.355870756515515
KERALA - THRISSUR,RICE,2.5466666666666664,0.6190262905459645,63,24.30731507379442
UTTAR PRADESH - VARANASI,RICE,2.1322727272727273,0.5175301400763493,22,24.27129200954953
UTTAR PRADESH - BALLIA,RICE,1.8953846153846154,0.4594625622984382,26,24.241125445940327
MADHYA PRADESH - GWALIOR,BARLEY,2.616190476190476,0.6335414445044316,21,24.216181897693968
ODISHA - RAYAGADA,MAIZE,1.1521052631578947,0.2787711352788549,57,24.196672317488545
CHHATTISGARH - KORBA,BARLEY,0.7947368421052632,0.19216221217886123,19,24.179351201313665
CHHATTISGARH - KONDAGAON,RICE,1.48625,0.3590040787671201,8,24.155026325794456
BIHAR - MADHEPURA,BARLEY,1.1872727272727273,0.28639451492970003,11,24.12204949637596
CHHATTISGARH - KABIRDHAM,RICE,1.1494736842105262,0.27695715040037283,19,24.094257589776028
HARYANA - ROHTAK,MAIZE,2.9330000000000003,0.7057549149669452,10,24.062561028535463
UTTAR PRADESH - KASGANJ,MAIZE,2.274090909090909,0.5470932634944785,22,24.057668992361638
GUJARAT - NAVSARI,MAIZE,1.85625,0.446444285437724,8,24.050870595971666
KARNATAKA - BELAGAVI,WHEAT,1.124090909090909,0.2700204417466183,22,24.02122813758837
TELANGANA - SIDDIPET,WHEAT,1.4633333333333332,0.35118845842842483,3,23.99921128212471
KARNATAKA - CHIKKAMAGALURU,MAIZE,2.742608695652174,0.6578354131772168,23,23.985755394857307
KARNATAKA - HASSAN,RICE,2.54875,0.6110867239001223,64,23.975938161848838
CHHATTISGARH - DURG,WHEAT,0.981578947368421,0.23514211206310343,19,23.955496671308126
UTTARAKHAND - NAINITAL,BARLEY,1.2442105263157894,0.297756720037492,19,23.931377667987935
BIHAR - PAKUR,MAIZE,1.6039999999999999,0.383835902437487,5,23.929919104581483
UTTAR PRADESH - BALLIA,BARLEY,2.002272727272727,0.478847145490697,22,23.91518093256603
RAJASTHAN - JAIPUR,RICE,1.2133333333333334,0.2900574655707612,3,23.90583507451328
JHARKHAND - RAMGARH,WHEAT,1.7149999999999999,0.40997782645140474,12,23.905412621073165
KERALA - THIRUVANANTHAPURAM,RICE,2.217460317460317,0.5300303346582745,63,23.90258488437459
MEGHALAYA - RI BHOI,RICE,2.4157407407407407,0.5770634896950799,54,23.887641581858425
GUJARAT - NARMADA,MAIZE,1.7972727272727274,0.4290998771212299,33,23.875056390154416
JHARKHAND - DHANBAD,WHEAT,1.6358823529411763,0.3904494017079776,17,23.867816717136353
ARUNACHAL PRADESH - WEST KAMENG,RICE,1.0886363636363636,0.2592717907367893,22,23.816197896490042
UTTAR PRADESH - SANT RAVIDAS NAGAR,WHEAT,2.537272727272727,0.6040670241761005,22,23.807729365593357
JHARKHAND - LOHARDAGA,WHEAT,1.8283333333333336,0.4351774485939108,18,23.801865921271325
MADHYA PRADESH - BURHANPUR,WHEAT,2.479375,0.5901239276626564,16,23.801317979839936
RAJASTHAN - BIKANER,WHEAT,2.108636363636364,0.5012678730174921,22,23.772134525511586
PUNJAB - RUPNAGAR,MAIZE,2.9295454545454547,0.6958480764179386,22,23.752765990992472
ARUNACHAL PRADESH - UPPER SUBANSIRI,MAIZE,1.5063636363636363,0.35735197341057584,22,23.722822616272385
WEST BENGAL - JALPAIGURI,BARLEY,1.24,0.2940068026423879,16,23.71022601954741
WEST BENGAL - MURSHIDABAD,RICE,2.733787878787879,0.6479215649384995,66,23.70050617188991
ARUNACHAL PRADESH - EAST KAMENG,RICE,1.0363636363636364,0.24554207193658095,22,23.692656064056056
ASSAM - BAKSA,RICE,1.7552380952380953,0.4158167871365659,42,23.69005027093837
RAJASTHAN - UDAIPUR,MAIZE,1.4090909090909092,0.332120303661032,22,23.569828001750658
UTTAR PRADESH - BULANDSHAHR,MAIZE,1.9064444444444446,0.44927798418207315,45,23.56627729128487
NAGALAND - WOKHA,RICE,1.87,0.4404464819342707,30,23.553287803971696
JHARKHAND - GODDA,WHEAT,1.6388235294117646,0.3859546986522702,17,23.550717433914553
KARNATAKA - HAVERI,MAIZE,2.7646031746031743,0.6506642397527204,63,23.535538327163913
ANDHRA PRADESH - SRIKAKULAM,RICE,2.3597727272727274,0.5551764380613028,44,23.526691009050683
UTTAR PRADESH - MAU,BARLEY,2.005909090909091,0.47188234097383175,22,23.524612511725127
BIHAR - DHANBAD,MAIZE,1.0,0.23515952032609697,3,23.515952032609697
UTTAR PRADESH - AZAMGARH,BARLEY,2.0054545454545454,0.47134788762529856,22,23.503294487208905
GUJARAT - VALSAD,RICE,2.5121951219512195,0.5903791671253397,41,23.50052995353294
BIHAR - JEHANABAD,WHEAT,2.382727272727273,0.559380455063004,22,23.47647846506312
GUJARAT - AHMADABAD,WHEAT,1.9,0.4460087549856051,22,23.474144999242373
NAGALAND - DIMAPUR,BARLEY,1.3906666666666667,0.3262660322643529,15,23.461124084205625
WEST BENGAL - NADIA,RICE,2.7606060606060603,0.6465098697274557,66,23.41912810209225
BIHAR - NAWADA,WHEAT,2.131818181818182,0.49916727193192983,22,23.415095911519096
WEST BENGAL - DINAJPUR DAKSHIN,RICE,2.477272727272727,0.5797653250823407,66,23.40337092075504
UTTARAKHAND - CHAMPAWAT,WHEAT,1.423157894736842,0.3327169740114287,19,23.378781457903646
WEST BENGAL - PURBA BARDHAMAN,MAIZE,2.0302702702702704,0.47456697505601236,37,23.37457145510178
KARNATAKA - DHARWAD,MAIZE,2.6025757575757575,0.6081834505781211,66,23.36852054384118
HARYANA - MEWAT,BARLEY,3.125,0.7300342457720732,14,23.361095864706343
MADHYA PRADESH - UJJAIN,BARLEY,1.6133333333333333,0.37671958677353573,18,23.3503876099299
GUJARAT - CHHOTAUDEPUR,MAIZE,2.2213333333333334,0.5184574189247322,15,23.339919819540764
NAGALAND - WOKHA,MAIZE,1.8051515151515152,0.4211896931024756,33,23.332650448852938
RAJASTHAN - CHITTORGARH,BARLEY,2.575909090909091,0.6004970884581816,22,23.31204507866595
HARYANA - BHIWANI,WHEAT,3.6459090909090914,0.8484981639338616,22,23.272608909792982
BIHAR - BUXAR,BARLEY,1.5461904761904761,0.3597009339781619,21,23.26368836939144
TELANGANA - SANGAREDDY,RICE,3.515,0.8173065520354038,6,23.251964496028556
ANDHRA PRADESH - ADILABAD,MAIZE,3.4315625,0.7975005688136305,32,23.240158639501114
MANIPUR - CHURACHANDPUR,MAIZE,2.073125,0.48147915574753064,32,23.224801000785316
SIKKIM - NORTH DISTRICT,WHEAT,1.0518181818181818,0.24408500399960903,22,23.206007294690576
NAGALAND - KOHIMA,BARLEY,1.3126666666666666,0.3042664872083274,15,23.179265150456633
TELANGANA - KARIMNAGAR,MAIZE,5.6258333333333335,1.3038367043135242,12,23.175885723244395
JAMMU AND KASHMIR - GANDERBAL,RICE,2.332,0.540407253837326,10,23.173552908976248
BIHAR - PAKUR,RICE,1.3716666666666668,0.3177682593757071,6,23.166580270403916
UTTAR PRADESH - HAPUR,MAIZE,2.052142857142857,0.47525181295212937,14,23.15880745328859
UTTAR PRADESH - ALLAHABAD,WHEAT,2.351818181818182,0.5445455629512282,22,23.15423731141674
JHARKHAND - KHUNTI,MAIZE,1.68,0.3888187238289844,11,23.14397165648717
TRIPURA - WEST TRIPURA,RICE,2.5351612903225806,0.5864461951321248,31,23.132500380577515
JAMMU AND KASHMIR - KATHUA,MAIZE,2.317894736842105,0.5358542395856091,19,23.11814385133191
KARNATAKA - YADAGIRI,MAIZE,2.928846153846154,0.6764514878279264,26,23.096176866088097
BIHAR - GAYA,WHEAT,2.2122727272727274,0.5107224744295534,22,23.085873099342873
MADHYA PRADESH - KHARGONE,WHEAT,2.7327272727272724,0.6307681018158717,22,23.08199973378107
RAJASTHAN - JHUNJHUNU,BARLEY,2.5713636363636363,0.5929048382212336,22,23.05799264781181
UTTAR PRADESH - LALITPUR,WHEAT,2.148181818181818,0.4948654108864097,22,23.03647701968052
BIHAR - VAISHALI,BARLEY,1.3485714285714285,0.31045588598520263,21,23.02109324042816
MAHARASHTRA - SOLAPUR,WHEAT,1.116818181818182,0.2570970979006137,22,23.020497166518116
BIHAR - SITAMARHI,BARLEY,1.3447619047619046,0.30926718299261957,21,22.997913749451175
KARNATAKA - BANGALORE RURAL,MAIZE,3.220952380952381,0.7395698712562905,63,22.96121717383516
TAMIL NADU - CUDDALORE,RICE,3.4128,0.7827383556037952,25,22.935371413613318
KERALA - PATHANAMTHITTA,RICE,2.4895238095238095,0.5703887428520573,63,22.9115600610046
UTTAR PRADESH - GORAKHPUR,WHEAT,2.725,0.6243301171960993,22,22.911196961324745
CHHATTISGARH - JASHPUR,BARLEY,0.8625,0.197602294183713,16,22.910410919850783
ANDHRA PRADESH - VIZIANAGARAM,RICE,2.4945454545454546,0.5696855703356246,44,22.837249539693406
DAMAN AND DIU - DAMAN,RICE,1.2023809523809523,0.27446137728111697,21,22.826490783776066
HARYANA - SIRSA,RICE,3.217727272727273,0.7341852096562026,22,22.816887431044574
HIMACHAL PRADESH - CHAMBA,MAIZE,2.728095238095238,0.6224597902484871,21,22.81664443221894
JHARKHAND - KODERMA,WHEAT,1.6366666666666667,0.3733473386728739,18,22.81144635475808
MAHARASHTRA - DHULE,WHEAT,1.7259090909090908,0.39328481247429786,22,22.787110546311702
RAJASTHAN - CHURU,WHEAT,2.1972727272727273,0.500648929539803,22,22.785015411410146
BIHAR - DARBHANGA,BARLEY,1.2504761904761905,0.284683617204717,21,22.766016608145687
CHHATTISGARH - MAHASAMUND,WHEAT,1.546315789473684,0.3516344460170689,19,22.740144568836996
KARNATAKA - BANGALORE RURAL,RICE,2.8120689655172413,0.6389842779294468,58,22.722923433419936
MEGHALAYA - EAST GARO HILLS,MAIZE,1.4595454545454545,0.3313964288787572,22,22.705454485620237
BIHAR - KODERMA,MAIZE,1.28,0.2905167809266791,3,22.696623509896803
ARUNACHAL PRADESH - PAPUM PARE,WHEAT,1.8522727272727273,0.41944330246492684,22,22.64479178951752
CHHATTISGARH - BALOD,RICE,1.7275,0.39103342933455554,8,22.635799093172533
UTTARAKHAND - CHAMPAWAT,BARLEY,1.295263157894737,0.29311295549388905,19,22.629606478601755
NAGALAND - TUENSANG,RICE,1.755909090909091,0.39648045758492706,22,22.579782725520047
ODISHA - CUTTACK,WHEAT,1.3626666666666665,0.30765162734743295,15,22.57717421825585
UTTAR PRADESH - PILIBHIT,MAIZE,1.6634090909090908,0.3750035235916205,44,22.544275226166555
MADHYA PRADESH - GWALIOR,WHEAT,2.877272727272727,0.6483839384205408,22,22.53467084557962
BIHAR - HAZARIBAGH,RICE,1.2283333333333333,0.2766526100846812,6,22.522600549634834
HARYANA - REWARI,BARLEY,3.4804761904761907,0.7832654479196448,21,22.504548373666083
BIHAR - MUZAFFARPUR,BARLEY,1.3838095238095238,0.31124710746408857,21,22.492048371458566
TRIPURA - DHALAI,MAIZE,1.1784000000000001,0.2650106916082193,25,22.489026782774886
MAHARASHTRA - AMRAVATI,WHEAT,1.473181818181818,0.33087742463013425,22,22.460053507753642
JHARKHAND - WEST SINGHBHUM,WHEAT,1.1511764705882352,0.25852665126010654,17,22.457603839661786
WEST BENGAL - JALPAIGURI,WHEAT,2.11,0.4730347817675829,22,22.41871003637834
RAJASTHAN - BHILWARA,WHEAT,2.6768181818181818,0.5998601929468655,22,22.409448539363293
NAGALAND - PHEK,RICE,2.08,0.46610850974546986,22,22.409062968532204
HARYANA - SONIPAT,BARLEY,4.1725,0.9347147514973041,4,22.401791527796384
ODISHA - DEOGARH,WHEAT,1.431578947368421,0.3206636028594926,19,22.399295787979263
UTTAR PRADESH - SAMBHAL,MAIZE,2.1,0.4702658822410998,17,22.39361344005237
HIMACHAL PRADESH - KULLU,MAIZE,2.960952380952381,0.6611044150654626,21,22.327424760975738
JAMMU AND KASHMIR - BANDIPORA,RICE,2.746,0.6119949164639995,10,22.286777729934432
CHHATTISGARH - BILASPUR,WHEAT,1.2510526315789474,0.2788048847181304,19,22.285623936240967
PUNJAB - SHAHID BHAGAT SINGH NAGAR,MAIZE,3.483181818181818,0.7759626056505337,22,22.277407443966776
UTTAR PRADESH - PAURI GARHWAL,BARLEY,1.05,0.23388031127052994,3,22.274315359098086
NAGALAND - KOHIMA,RICE,1.9247826086956523,0.42845249620229336,23,22.259786339852603
JAMMU AND KASHMIR - SAMBA,RICE,1.6350000000000002,0.36378412401984894,10,22.249793518033574
BIHAR - PASHCHIM CHAMPARAN,WHEAT,2.3404545454545453,0.5203796898852046,22,22.234129301756653
TAMIL NADU - ARIYALUR,RICE,4.042857142857143,0.8977187204792496,14,22.20505669029946
KARNATAKA - BELAGAVI,MAIZE,2.923636363636364,0.64866641032823,66,22.18697299008249
MADHYA PRADESH - NARSINGHPUR,WHEAT,2.9477272727272723,0.6539981929360631,22,22.186523121963596
TAMIL NADU - DINDIGUL,RICE,4.2956,0.9519457267442648,25,22.160949034925615
MADHYA PRADESH - MORENA,WHEAT,3.1036363636363635,0.6869778221591495,22,22.134610555801537
MEGHALAYA - EAST JAINTIA HILLS,RICE,1.9259259259259258,0.42589979563148156,54,22.11402785009616
HARYANA - PANCHKULA,WHEAT,2.931363636363636,0.6481350201377829,22,22.110358882045627
ARUNACHAL PRADESH - SIANG,RICE,1.6425,0.362985307324323,4,22.099562089760912
UTTARAKHAND - TEHRI GARHWAL,WHEAT,1.33,0.29376861643136754,19,22.087865897095302
JHARKHAND - HAZARIBAGH,WHEAT,1.766111111111111,0.3900398002148422,18,22.08466940505555
MADHYA PRADESH - SAGAR,BARLEY,1.4985714285714284,0.3308517147346484,21,22.077807465610476
CHHATTISGARH - JANJGIR-CHAMPA,WHEAT,1.4957894736842106,0.32998848110323276,19,22.061158131461724
MADHYA PRADESH - BURHANPUR,RICE,1.1607692307692308,0.25578185818067506,13,22.03554775579043
MADHYA PRADESH - DATIA,WHEAT,2.4477272727272728,0.539187500015681,22,22.028087280120673
NAGALAND - DIMAPUR,WHEAT,1.7594736842105263,0.3874915581046111,19,22.023151672113702
RAJASTHAN - BUNDI,BARLEY,2.5922727272727273,0.5708968034357524,22,22.02302240151947
RAJASTHAN - JALORE,BARLEY,2.5527272727272727,0.5620301789743346,22,22.016851740447578
ANDHRA PRADESH - KARIMNAGAR,MAIZE,4.175625,0.9191122557716646,32,22.01136969367854
RAJASTHAN - BUNDI,WHEAT,3.4204545454545454,0.7525985287353048,22,22.0028805743212
TELANGANA - KHAMMAM,MAIZE,5.3566666666666665,1.1771022457584972,12,21.97452854558489
MAHARASHTRA - WARDHA,WHEAT,1.3231818181818182,0.2907524943779726,22,21.97373712234764
TELANGANA - VIKARABAD,WHEAT,1.5066666666666666,0.3308070938376826,3,21.956223042324066
GUJARAT - VADODARA,MAIZE,1.8178947368421052,0.3991081807875537,38,21.95441643012021
NAGALAND - MOKOKCHUNG,RICE,1.8057142857142858,0.39640347410903726,21,21.95272404084858
BIHAR - AURANGABAD,WHEAT,2.0304545454545457,0.44559726929922533,22,21.94569045127145
ANDHRA PRADESH - KADAPA,RICE,2.559772727272727,0.5600061820105767,44,21.877183706352994
PUNJAB - SANGRUR,MAIZE,2.978,0.6514620918694021,15,21.87582578473479
MEGHALAYA - EAST GARO HILLS,RICE,1.7707407407407407,0.38685403542417546,54,21.847017269300853
KARNATAKA - MYSURU,MAIZE,2.971060606060606,0.6489734587150308,66,21.843157874033366
UTTAR PRADESH - AMETHI,WHEAT,2.8644444444444446,0.6255020206024741,9,21.83676565330592
CHHATTISGARH - KOREA,WHEAT,1.1373684210526316,0.24812277662621335,19,21.815514835252444
MEGHALAYA - WEST GARO HILLS,MAIZE,1.7668181818181816,0.3853308580037033,22,21.80931020345118
KERALA - KOLLAM,RICE,2.0393333333333334,0.4442585392736015,60,21.78449849331161
ASSAM - GOLAGHAT,RICE,1.8716666666666666,0.406707543132686,66,21.729699544043775
UTTAR PRADESH - TEHRI GARHWAL,WHEAT,1.1866666666666668,0.25774664562964406,3,21.72022294631832
BIHAR - BOKARO,RICE,1.1066666666666667,0.24022211943671354,6,21.706818021389775
GUJARAT - KACHCHH,MAIZE,1.8033333333333335,0.39143868284093025,12,21.70639646068005
TELANGANA - MANCHERIAL,RICE,3.2183333333333333,0.6955118019607337,6,21.610931184693953
MAHARASHTRA - AHMEDNAGAR,WHEAT,1.593181818181818,0.3441675445205413,22,21.60252775877863
PUNJAB - FAZILKA,MAIZE,3.5566666666666666,0.7678758580222023,3,21.589761706341207
HARYANA - YAMUNANAGAR,MAIZE,2.56,0.552553879249512,20,21.584135908184063
RAJASTHAN - RAJSAMAND,BARLEY,2.148181818181818,0.46350256960952446,22,21.576505567942316
PUNJAB - GURDASPUR,MAIZE,2.3163636363636364,0.4996336320082609,22,21.569740785285987
ODISHA - JAGATSINGHAPUR,WHEAT,1.3099999999999998,0.2822764602300376,6,21.547821391605925
WEST BENGAL - PARAGANAS SOUTH,RICE,2.4727272727272727,0.531038302123,66,21.475813688797793
RAJASTHAN - SIKAR,BARLEY,2.73,0.5861496639693898,22,21.47068366188241
UTTAR PRADESH - BASTI,RICE,2.0300000000000002,0.43557777721091334,26,21.457033360143512
UTTARAKHAND - UDAM SINGH NAGAR,MAIZE,1.8858333333333333,0.4041384133472801,36,21.430229607456305
WEST BENGAL - JHARGRAM,MAIZE,1.9966666666666668,0.4278239513320093,3,21.426909081736692
RAJASTHAN - BHILWARA,BARLEY,2.298636363636364,0.49179259521667945,22,21.3949715142712
NAGALAND - PHEK,WHEAT,1.7252631578947368,0.3689078237936142,19,21.382698755578613
BIHAR - CHATRA,RICE,1.114,0.23818060374430153,5,21.380664609003727
RAJASTHAN - TONK,BARLEY,2.1681818181818184,0.4634922957559362,22,21.377003158554707
CHHATTISGARH - DHAMTARI,WHEAT,1.3078947368421054,0.27943552123220805,19,21.365291361818723
ARUNACHAL PRADESH - LOHIT,RICE,1.6027272727272726,0.3419019884367005,22,21.3325120408605
