State District,Crop,Rendimento_Medio,Rendimento_Std_Dev,Contagem_Registros,Coef_Variacao_Rendimento (%)
MAHARASHTRA - BULDHANA,RICE,0.7328571428571429,0.2814672441400767,7,38.40683643236913
ODISHA - KORAPUT,RICE,1.7066666666666668,0.6553852011639888,57,38.40147663070246
BIHAR - AURANGABAD,RICE,2.326,0.8929912280270919,25,38.391712296951496
ODISHA - GAJAPATI,RICE,1.3427906976744186,0.5154208894144082,43,38.38430593145056
ARUNACHAL PRADESH - TIRAP,WHEAT,1.5606666666666666,0.5986707498004782,15,38.35993697995375
MADHYA PRADESH - DINDORI,MAIZE,1.6504761904761907,0.6326252934437272,21,38.32986486531526
BIHAR - BHAGALPUR,RICE,1.579830508474576,0.6045787690770347,59,38.26858424583741
MADHYA PRADESH - RAJGARH,WHEAT,2.062727272727273,0.7889002702266216,22,38.2454956919032
CHHATTISGARH - RAIPUR,RICE,1.5678947368421052,0.5995700213705784,19,38.24045117838533
ODISHA - JAGATSINGHAPUR,RICE,1.8014545454545454,0.6878533924916629,55,38.183222231571925
JAMMU AND KASHMIR - KISHTWAR,WHEAT,1.2458333333333333,0.47475272670638924,12,38.10724227743593
BIHAR - WEST SINGHBHUM,MAIZE,1.9516666666666669,0.7435433186214955,6,38.09786431877858
RAJASTHAN - BARAN,RICE,2.192727272727273,0.8346267019462844,22,38.06340680517881
BIHAR - RANCHI,RICE,1.2583333333333333,0.47893284149937626,6,38.06088806617559
UTTAR PRADESH - SONBHADRA,BARLEY,1.1063636363636364,0.420606653192691,22,38.017035210514386
TELANGANA - SIDDIPET,MAIZE,3.8516666666666666,1.4639319200928256,6,38.00775214433991
BIHAR - PURNIA,WHEAT,1.9281818181818182,0.7326834979888028,22,37.99867269154564
MADHYA PRADESH - BALAGHAT,WHEAT,1.1513636363636364,0.43698420429712875,22,37.95362216556191
JHARKHAND - DHANBAD,RICE,1.3183333333333334,0.5002381785650887,18,37.94474173692202
GUJARAT - JUNAGADH,MAIZE,1.5966666666666667,0.6053717865906867,9,37.914725673738204
MADHYA PRADESH - HARDA,MAIZE,1.7290476190476192,0.6548809415604089,21,37.875240354636695
BIHAR - MADHUBANI,RICE,1.23234375,0.466679395021995,64,37.869254826179386
BIHAR - PURBI CHAMPARAN,RICE,1.2874999999999999,0.48700662679829576,56,37.82575742122686
ODISHA - MAYURBHANJ,RICE,1.4950877192982457,0.5650225115838229,57,37.791930486127555
HIMACHAL PRADESH - LAHUL AND SPITI,WHEAT,1.420952380952381,0.5358535691950252,21,37.71087450769279
BIHAR - SAHARSA,MAIZE,3.80796875,1.4356771309750538,64,37.70191472750541
BIHAR - BUXAR,RICE,2.228214285714286,0.8392017969979902,28,37.66252655224191
MADHYA PRADESH - CHHINDWARA,MAIZE,2.964782608695652,1.1159295740454456,23,37.63950755689287
KARNATAKA - RAMANAGARA,MAIZE,3.645,1.3706025786388365,36,37.60226553192967
WEST BENGAL - COOCHBEHAR,BARLEY,1.6033333333333335,0.6025224753760918,3,37.57936436857121
BIHAR - LOHARDAGA,MAIZE,2.0385714285714287,0.766059801221562,7,37.578266352844665
WEST BENGAL - COOCHBEHAR,MAIZE,4.760652173913043,1.7866858234966936,46,37.5302743873455
RAJASTHAN - JHUNJHUNU,MAIZE,1.3333333333333333,0.49999999999999994,9,37.5
MADHYA PRADESH - SEONI,BARLEY,1.285,0.48121374322297433,4,37.448540328636135
GUJARAT - MAHISAGAR,RICE,2.196,0.820734088754966,10,37.37404775751211
BIHAR - SHEOHAR,WHEAT,2.148636363636364,0.8029961480933854,22,37.372361451352816
ODISHA - KORAPUT,WHEAT,1.6541176470588237,0.6171513066453943,17,37.31000075736736
TELANGANA - RANGAREDDI,MAIZE,3.435833333333333,1.2811178239287275,12,37.286960677042764
UTTARAKHAND - TEHRI GARHWAL,MAIZE,1.3047368421052632,0.48639682497424797,19,37.279304858857245
MADHYA PRADESH - SHEOPUR,RICE,2.534761904761905,0.9440159905828875,21,37.24278753004065
UTTARAKHAND - DEHRADUN,BARLEY,1.4526315789473683,0.5403377761000074,19,37.19716574601501
UTTAR PRADESH - CHANDAULI,MAIZE,1.8944117647058822,0.7040669354218867,34,37.16546468614214
BIHAR - EAST SINGHBUM,MAIZE,1.2066666666666668,0.44792112400882966,3,37.120535138853285
MADHYA PRADESH - BHIND,WHEAT,2.6486363636363635,0.9820789196032078,22,37.0786618007046
UTTAR PRADESH - KANPUR DEHAT,MAIZE,1.8644444444444446,0.690739246800634,45,37.047992975004206
BIHAR - KHAGARIA,BARLEY,1.041904761904762,0.3857799767693892,21,37.02641458938379
BIHAR - MUNGER,RICE,1.7167391304347825,0.6350050020724284,46,36.989021267990005
GUJARAT - PANCH MAHALS,MAIZE,1.6894871794871795,0.6242129727565944,39,36.94689017682073
UTTARAKHAND - PAURI GARHWAL,MAIZE,1.1873684210526314,0.4386195783397317,19,36.94047867222918
BIHAR - PALAMU,RICE,1.035,0.3822433779674934,6,36.93172733985443
BIHAR - SAHEBGANJ,MAIZE,2.0214285714285714,0.7460435324972345,7,36.906747190675915
BIHAR - DARBHANGA,RICE,1.31734375,0.48587424784837296,64,36.882874940452936
MADHYA PRADESH - REWA,MAIZE,0.9881818181818183,0.3642688222889448,22,36.86253031442863
HARYANA - JIND,BARLEY,3.6454545454545455,1.3434203939863185,22,36.85193100710599
BIHAR - JAMUI,BARLEY,1.0780952380952382,0.3972105115378877,21,36.84373119388534
MADHYA PRADESH - BHOPAL,MAIZE,1.5182608695652176,0.5590710816240636,23,36.82312393285642
MADHYA PRADESH - SAGAR,RICE,0.6490476190476191,0.23887035734692497,21,36.8032098626957
BIHAR - PURBI CHAMPARAN,BARLEY,1.3359999999999999,0.49097279528939863,15,36.74946072525439
ANDHRA PRADESH - HYDERABAD,RICE,1.957142857142857,0.7185567545600066,7,36.71457870014632
UTTAR PRADESH - GHAZIABAD,MAIZE,1.918,0.7041750947758405,40,36.7140299674578
ANDHRA PRADESH - WEST GODAVARI,MAIZE,5.3425,1.961207654766899,44,36.70954898955356
ODISHA - NAYAGARH,RICE,1.3712195121951218,0.503364654708449,41,36.70926866425901
BIHAR - BEGUSARAI,BARLEY,1.0757142857142856,0.3948743018806292,21,36.70810243246221
MADHYA PRADESH - SATNA,MAIZE,1.1266666666666667,0.4129568177586287,21,36.65297199041083
HIMACHAL PRADESH - SHIMLA,BARLEY,1.0623809523809524,0.38899749050482013,21,36.615631109821706
ODISHA - GANJAM,RICE,1.6391999999999998,0.6001899019205063,50,36.614806120089455
MADHYA PRADESH - CHHINDWARA,WHEAT,2.4,0.8786136265514582,22,36.60890110631076
GUJARAT - GIR SOMNATH,MAIZE,1.626,0.5941632772226839,5,36.54140696326469
BIHAR - CHATRA,MAIZE,1.426,0.5209894432711665,5,36.53502407231181
UTTAR PRADESH - PRATAPGARH,BARLEY,1.846818181818182,0.6743984011422354,22,36.51677288980846
JAMMU AND KASHMIR - REASI,MAIZE,1.224,0.4464477075263749,10,36.47448590901756
MAHARASHTRA - THANE,MAIZE,2.3846153846153846,0.869718492622904,13,36.47206581967017
GUJARAT - DOHAD,RICE,0.861875,0.31428689123156245,16,36.46548411678752
RAJASTHAN - JAIPUR,MAIZE,1.0931818181818183,0.39811922554546114,22,36.41839069438729
BIHAR - PATNA,RICE,1.7409999999999999,0.6339035206317973,50,36.41031135162535
PUNJAB - PATIALA,MAIZE,3.2063636363636365,1.1670130592754653,22,36.39677814581831
ASSAM - CHIRANG,RICE,1.5185714285714287,0.552544320829412,42,36.385797232416586
MADHYA PRADESH - GUNA,MAIZE,1.5172727272727273,0.5509660936606139,22,36.312924087877484
ODISHA - NABARANGPUR,WHEAT,1.5522222222222224,0.5629497475802379,18,36.267342363794846
MADHYA PRADESH - SEHORE,BARLEY,1.6705263157894739,0.6057087096415837,19,36.25855539757432
WEST BENGAL - BANKURA,MAIZE,2.338181818181818,0.8476678614779871,44,36.25329112075373
RAJASTHAN - BUNDI,RICE,1.758181818181818,0.6368945219065965,22,36.224610863353476
ODISHA - SAMBALPUR,WHEAT,1.4215,0.514508196446399,20,36.19473770287717
UTTAR PRADESH - CHITRAKOOT,MAIZE,1.6303846153846153,0.589457247095874,26,36.154490267734666
BIHAR - SIWAN,RICE,1.4482456140350877,0.5234266315315752,57,36.1421175012717
MADHYA PRADESH - CHHATARPUR,RICE,0.6433333333333333,0.23217091405542883,21,36.08874311742417
HIMACHAL PRADESH - SHIMLA,WHEAT,1.239047619047619,0.4465300075236239,21,36.03816355878594
BIHAR - SAHARSA,RICE,1.4753125,0.531613204507139,64,36.033938877840384
RAJASTHAN - GANGANAGAR,BARLEY,2.840909090909091,1.0235973403401923,22,36.03062637997477
MADHYA PRADESH - BARWANI,BARLEY,2.67,0.961613227862429,3,36.01547669896738
MADHYA PRADESH - KHANDWA,WHEAT,2.158181818181818,0.7772211572472323,22,36.01277476714218
RAJASTHAN - CHURU,BARLEY,1.716818181818182,0.6180567577853638,22,36.00012886226636
ANDHRA PRADESH - KHAMMAM,MAIZE,4.378125,1.5739767541423995,32,35.95093228590777
HARYANA - SONIPAT,MAIZE,3.6271428571428572,1.3034712741895629,14,35.93658495205569
BIHAR - KATIHAR,WHEAT,2.0854545454545454,0.7471197218571324,22,35.82527001058612
KARNATAKA - BALLARI,WHEAT,1.014090909090909,0.3627889205389283,22,35.7747927021803
UTTAR PRADESH - AZAMGARH,MAIZE,1.787962962962963,0.6396059507128444,54,35.77288590211663
JAMMU AND KASHMIR - KUPWARA,MAIZE,0.9894736842105264,0.35382785651610815,19,35.75919826492582
UTTAR PRADESH - UNNAO,MAIZE,1.653061224489796,0.5910167936193829,49,35.75286776216019
ANDHRA PRADESH - NALGONDA,MAIZE,3.37125,1.2049327380504717,32,35.74142344977299
JHARKHAND - WEST SINGHBHUM,MAIZE,1.169375,0.41776338997092605,16,35.72535670515669
RAJASTHAN - SAWAI MADHOPUR,BARLEY,2.2345454545454544,0.7978048888623337,22,35.70322936324521
UTTAR PRADESH - RAMPUR,MAIZE,1.6474468085106384,0.5881047972461546,47,35.697953597532305
BIHAR - SHEIKHPURA,BARLEY,0.9560000000000001,0.34082253446625266,10,35.650892726595465
UTTAR PRADESH - BIJNOR,MAIZE,1.6472972972972972,0.5872565625604113,37,35.64970109062382
MADHYA PRADESH - DAMOH,BARLEY,1.6278947368421053,0.580015123819758,19,35.629768356208864
MADHYA PRADESH - DAMOH,WHEAT,1.8504545454545456,0.6592743288591181,22,35.62769647482338
MADHYA PRADESH - BALAGHAT,RICE,1.539090909090909,0.5478173930279104,22,35.593569541092826
ASSAM - LAKHIMPUR,WHEAT,0.8745454545454546,0.3111993278351058,22,35.58412272542789
RAJASTHAN - BANSWARA,BARLEY,2.0104545454545453,0.7138992677557279,22,35.50934635004751
UTTAR PRADESH - MAHOBA,MAIZE,1.8160869565217392,0.6446827206282791,23,35.498450022624894
RAJASTHAN - BHARATPUR,RICE,1.6659090909090908,0.5900416376825741,22,35.41859762351059
UTTAR PRADESH - MUZAFFARNAGAR,MAIZE,1.6047727272727272,0.568230581417003,44,35.40878853186253
UTTAR PRADESH - HATHRAS,MAIZE,1.7937777777777777,0.6347271743501977,45,35.384939105251355
TAMIL NADU - THIRUVARUR,MAIZE,4.84875,1.7146131383742849,8,35.361962121666096
ANDHRA PRADESH - MAHBUBNAGAR,WHEAT,0.8492857142857143,0.30003754343836286,14,35.32822210376013
BIHAR - PURBI CHAMPARAN,WHEAT,2.0513636363636363,0.7243933123626081,22,35.312769492526876
MADHYA PRADESH - BHIND,MAIZE,1.509,0.5325921933754233,10,35.294379945356084
GUJARAT - JAMNAGAR,MAIZE,1.441875,0.508883991364109,16,35.29321136465428
MADHYA PRADESH - VIDISHA,WHEAT,1.8813636363636363,0.6631116795586544,22,35.24633232735056
JHARKHAND - DUMKA,MAIZE,2.035555555555556,0.7172432700951133,18,35.235750168428055
BIHAR - GODDA,RICE,0.942,0.33184333653096004,5,35.22753041729937
BIHAR - GOPALGANJ,RICE,1.4452,0.5087609598679073,50,35.20349846857925
MADHYA PRADESH - DATIA,RICE,1.2247619047619047,0.4304023588181069,21,35.14171669976767
BIHAR - PURNIA,RICE,1.59328125,0.5598414023929753,64,35.13763827905307
JAMMU AND KASHMIR - ANANTNAG,RICE,2.2257894736842103,0.7814041193011583,19,35.10682966829513
GUJARAT - TAPI,MAIZE,1.945,0.6827378357619801,22,35.10220235280103
MADHYA PRADESH - JABALPUR,MAIZE,1.7545454545454546,0.6153723400374094,22,35.073034924411935
GUJARAT - RAJKOT,MAIZE,1.5692592592592591,0.5499854957942487,27,35.047459019222835
ANDHRA PRADESH - KARIMNAGAR,WHEAT,0.8185714285714286,0.28621823687682646,14,34.9655786760521
JAMMU AND KASHMIR - PULWAMA,MAIZE,1.0357894736842106,0.36205149709634904,19,34.954158764383294
BIHAR - KISHANGANJ,WHEAT,1.6377272727272727,0.5722547868961353,22,34.942007526269705
CHHATTISGARH - JANJGIR-CHAMPA,RICE,2.1557894736842105,0.7520883206813299,19,34.88690940660466
JHARKHAND - GIRIDIH,WHEAT,1.5844444444444443,0.5526643723786906,18,34.88064061296084
UTTAR PRADESH - KANPUR NAGAR,MAIZE,1.8980769230769232,0.6619402214036518,52,34.87425685206676
JHARKHAND - GUMLA,MAIZE,1.6372222222222221,0.5708590591025748,18,34.867536694422625
CHHATTISGARH - KANKER,RICE,1.6642105263157896,0.5800892248369467,19,34.85672129001261
BIHAR - AURANGABAD,BARLEY,1.0304761904761905,0.35876839591129245,21,34.81578703390546
ODISHA - KANDHAMAL,WHEAT,1.0492857142857142,0.3650387605492007,14,34.78926240768421
JAMMU AND KASHMIR - SRINAGAR,MAIZE,1.072105263157895,0.37295485200949846,19,34.787148690134856
BIHAR - LAKHISARAI,BARLEY,0.9922222222222222,0.3449194753046636,9,34.7623211393278
JAMMU AND KASHMIR - KISHTWAR,MAIZE,1.1869999999999998,0.4125274401647591,10,34.75378602904458
JAMMU AND KASHMIR - POONCH,RICE,1.4557894736842105,0.505594433310091,19,34.72991407408435
HIMACHAL PRADESH - MANDI,WHEAT,1.340952380952381,0.4639278474278599,21,34.596892031196944
MAHARASHTRA - SOLAPUR,MAIZE,1.6385714285714286,0.566864201587536,63,34.59502538023324
MAHARASHTRA - RATNAGIRI,MAIZE,2.272727272727273,0.7862453931068965,11,34.59479729670344
ASSAM - JORHAT,RICE,1.4731818181818181,0.5096217574479485,66,34.593269558330356
MIZORAM - LUNGLEI,RICE,1.7132558139534884,0.5926643671157618,43,34.59287062030373
ASSAM - DHEMAJI,RICE,1.1431818181818183,0.39416965925819336,66,34.48004971642248
MADHYA PRADESH - SINGRAULI,WHEAT,1.9063636363636363,0.6571799255496582,11,34.472957468031666
RAJASTHAN - BARMER,WHEAT,1.716818181818182,0.5909668136974994,22,34.42221313567642
ODISHA - KANDHAMAL,RICE,1.2713207547169811,0.4374314791873521,53,34.40764083842336
BIHAR - GODDA,MAIZE,2.0542857142857143,0.7062307730210463,7,34.37841036959196
UTTAR PRADESH - DEHRADUN,BARLEY,1.4633333333333336,0.5029247790011279,3,34.36843592262832
BIHAR - MADHEPURA,WHEAT,2.26,0.7741108570790227,22,34.2526927911072
KARNATAKA - KALABURAGI,MAIZE,2.454848484848485,0.8400975079381102,66,34.221969833301614
TELANGANA - MANCHERIAL,MAIZE,4.831666666666667,1.6531837970010068,6,34.21560117973798
GUJARAT - SURENDRANAGAR,RICE,1.7926315789473686,0.613196018190877,19,34.20647194840476
CHHATTISGARH - JANJGIR-CHAMPA,MAIZE,1.6957894736842105,0.5794376180542425,19,34.1691953539125
BIHAR - HAZARIBAGH,MAIZE,2.072857142857143,0.708183457533293,7,34.16460511876672
CHHATTISGARH - BALRAMPUR,BARLEY,0.8300000000000001,0.2834901526802416,7,34.15544008195681
TAMIL NADU - KANNIYAKUMARI,MAIZE,6.734999999999999,2.2988946619335704,10,34.13355103093646
CHHATTISGARH - KOREA,RICE,1.1736842105263159,0.40018343747053176,19,34.09634669031436
KARNATAKA - GADAG,MAIZE,2.6265079365079367,0.8954637629421123,63,34.09332027881373
NAGALAND - KOHIMA,WHEAT,1.8485,0.6295384692062324,20,34.05672000033716
ODISHA - MALKANGIRI,MAIZE,1.180188679245283,0.40184426071474016,53,34.04915398542163
UTTAR PRADESH - NAINITAL,MAIZE,1.5333333333333334,0.5220472520120505,3,34.04655991382938
MADHYA PRADESH - DATIA,BARLEY,2.386190476190476,0.8116370875611602,21,34.01392703808494
MADHYA PRADESH - DEWAS,BARLEY,1.961764705882353,0.6672633971502336,17,34.01342654139122
WEST BENGAL - MURSHIDABAD,BARLEY,1.2386363636363635,0.4211242939984239,22,33.99902557051496
MADHYA PRADESH - KHANDWA,RICE,0.9772727272727273,0.3321815599105235,22,33.990671246658216
HARYANA - REWARI,RICE,3.343,1.1358562733392858,20,33.977154452267
MAHARASHTRA - THANE,WHEAT,1.1875,0.4031128874149275,16,33.946348413888636
WEST BENGAL - PARAGANAS SOUTH,MAIZE,2.340526315789474,0.7935467057892724,19,33.90462651224686
ASSAM - TINSUKIA,RICE,1.71078125,0.5794806231952283,64,33.87228046807436
GUJARAT - BHAVNAGAR,MAIZE,1.5195833333333333,0.5145912617472888,24,33.863971159679
MADHYA PRADESH - BURHANPUR,BARLEY,2.32,0.7856207736560942,3,33.8629643817282
RAJASTHAN - UDAIPUR,RICE,0.8504545454545455,0.2877908842781388,22,33.839655019342885
UTTARAKHAND - CHAMOLI,MAIZE,1.166842105263158,0.3948424809912449,19,33.83855272365202
BIHAR - SITAMARHI,WHEAT,2.139090909090909,0.7237199477495164,22,33.83306173074662
JAMMU AND KASHMIR - BADGAM,RICE,1.9657894736842105,0.664448942854768,19,33.800615566909215
MADHYA PRADESH - BETUL,WHEAT,1.7854545454545454,0.6033614353312793,22,33.79315574666025
KARNATAKA - KALABURAGI,RICE,2.274393939393939,0.7679485735744365,66,33.76497625468844
GUJARAT - AHMADABAD,RICE,2.43972972972973,0.823426062546286,37,33.750708224451735
HIMACHAL PRADESH - SOLAN,WHEAT,1.4966666666666666,0.5049191354398577,21,33.73624512961187
BIHAR - JAMUI,WHEAT,1.535,0.516874766079293,22,33.67262319734808
MAHARASHTRA - JALNA,RICE,0.45625,0.153524079079286,8,33.64911322285721
KARNATAKA - RAICHUR,MAIZE,3.055272727272727,1.026195516973856,55,33.58768949866822
MEGHALAYA - SOUTH WEST GARO HILLS,RICE,3.38,1.1352297858436706,16,33.58668005454647
TAMIL NADU - COIMBATORE,RICE,3.9858333333333333,1.3382464732583483,24,33.575073550282625
BIHAR - DEOGHAR,MAIZE,1.596,0.5357518082097342,5,33.568409035697634
KARNATAKA - CHIKKABALLAPURA,MAIZE,3.3983333333333334,1.1380321361267192,36,33.48794907680389
CHHATTISGARH - RAJNANDGAON,BARLEY,1.0894117647058823,0.3648196573006191,17,33.48776551895532
HARYANA - ROHTAK,BARLEY,2.4681818181818183,0.8234690635969871,22,33.36338747538438
ANDHRA PRADESH - MEDAK,MAIZE,3.149375,1.050554193225283,32,33.35754532963789
UTTAR PRADESH - SANT RAVIDAS NAGAR,BARLEY,1.285909090909091,0.42877076893647065,22,33.34378549523632
RAJASTHAN - BARAN,MAIZE,1.778181818181818,0.592787092299197,22,33.336697419688996
JAMMU AND KASHMIR - BANDIPORA,MAIZE,1.426,0.47530574955028215,10,33.3313989866958
JHARKHAND - KHUNTI,WHEAT,1.3550000000000002,0.45139178709248307,12,33.31304701789543
HIMACHAL PRADESH - SIRMAUR,WHEAT,1.4457142857142857,0.4813270346507812,21,33.29337196201055
ODISHA - NUAPADA,WHEAT,1.1027777777777779,0.36714807968761143,18,33.29302485832245
GUJARAT - DANG,WHEAT,2.611904761904762,0.8693423896694505,21,33.28384718880303
ASSAM - KAMRUP METRO,RICE,2.036190476190476,0.6772899814196834,42,33.26260432603684
JHARKHAND - RANCHI,WHEAT,1.656111111111111,0.5507122542018695,18,33.2533397371139
MAHARASHTRA - GONDIA,RICE,1.825128205128205,0.6058655044204889,39,33.19577784827068
KARNATAKA - VIJAYAPURA,RICE,2.188,0.7262575300814442,25,33.19275731633657
UTTAR PRADESH - HAMIRPUR,RICE,1.2954545454545454,0.4298585290282781,22,33.18206188990217
NAGALAND - ZUNHEBOTO,BARLEY,1.3506666666666667,0.4478116100496257,15,33.15485760485877
CHHATTISGARH - RAIPUR,MAIZE,1.3157894736842106,0.4360468347612023,19,33.139559441851375
MEGHALAYA - EAST JAINTIA HILLS,MAIZE,1.4800000000000002,0.49009231394756253,22,33.11434553699746
UTTAR PRADESH - SONBHADRA,RICE,1.7359090909090908,0.5744783065315214,22,33.09380137128429
MADHYA PRADESH - BALAGHAT,MAIZE,1.8682608695652174,0.6176322248858063,23,33.05920682423445
UTTAR PRADESH - MAHOBA,WHEAT,1.6236363636363635,0.5361817873547264,22,33.02351433875695
UTTAR PRADESH - MIRZAPUR,BARLEY,1.2904545454545455,0.4258825824402473,22,33.00252488089271
MADHYA PRADESH - KHANDWA,MAIZE,2.140434782608696,0.7061771491686101,23,32.99222919130211
MIZORAM - KOLASIB,RICE,1.6489189189189188,0.5439555934887402,37,32.9886198313119
UTTARAKHAND - CHAMPAWAT,MAIZE,1.358421052631579,0.44808014676303876,38,32.98536531769754
TAMIL NADU - PUDUKKOTTAI,RICE,2.7908,0.9201354972683825,25,32.970313073971
ANDHRA PRADESH - RANGAREDDI,MAIZE,3.548125,1.1697737236389478,32,32.968785587851265
UTTAR PRADESH - MAHOBA,RICE,1.294090909090909,0.4261864011026731,22,32.93326597913175
RAJASTHAN - JHALAWAR,MAIZE,1.7895454545454543,0.5890709171691856,22,32.91734868611147
MADHYA PRADESH - VIDISHA,MAIZE,1.7360869565217392,0.5708903662496678,23,32.883742608921516
MADHYA PRADESH - SIDHI,MAIZE,1.360909090909091,0.4471380855311562,22,32.85583794818115
TELANGANA - WARANGAL,MAIZE,6.305833333333333,2.0714046983248884,12,32.849023893086645
ANDAMAN AND NICOBAR ISLAND - SOUTH ANDAMANS,MAIZE,2.2377777777777776,0.7350472396005879,9,32.84719541412757
MAHARASHTRA - JALNA,WHEAT,1.385,0.45425763614935527,22,32.7983852815419
UTTAR PRADESH - VARANASI,MAIZE,1.7777358490566038,0.5830412358732374,53,32.796843028318385
GUJARAT - SURAT,MAIZE,1.4661111111111111,0.4807629518515501,36,32.79171327520993
MADHYA PRADESH - UJJAIN,WHEAT,2.489090909090909,0.8161402137407814,22,32.788686454158494
MAHARASHTRA - SANGLI,MAIZE,1.9912698412698413,0.6526459596074352,63,32.77536505003461
ODISHA - BHADRAK,RICE,1.831904761904762,0.600167611122248,42,32.76194393960803
WEST BENGAL - COOCHBEHAR,RICE,2.1253030303030305,0.6958298193733418,66,32.7402638330652
MADHYA PRADESH - HARDA,WHEAT,3.046666666666667,0.9961994445558243,21,32.69801240336403
RAJASTHAN - BANSWARA,MAIZE,1.319090909090909,0.430988996555034,22,32.673183749864734
JAMMU AND KASHMIR - BARAMULLA,RICE,2.0605263157894735,0.6728089846491064,19,32.65228788846238
MAHARASHTRA - KOLHAPUR,MAIZE,2.2301587301587302,0.7279633366864379,63,32.641772392345615
MAHARASHTRA - NASHIK,RICE,1.241818181818182,0.40527047245531694,22,32.6352503441324
PUNJAB - AMRITSAR,MAIZE,3.3280000000000003,1.0855442486557025,20,32.61851708701029
ODISHA - RAYAGADA,WHEAT,0.9808333333333333,0.3193874345263653,12,32.56286503242467
GUJARAT - DOHAD,MAIZE,1.5441379310344827,0.5022201938917921,29,32.52430911760154
HIMACHAL PRADESH - SIRMAUR,BARLEY,1.0866666666666667,0.35331760971303616,21,32.51389046438983
KARNATAKA - CHAMARAJANAGARA,MAIZE,3.0874603174603172,1.0037220542110128,63,32.509634165489594
WEST BENGAL - BIRBHUM,MAIZE,1.67225,0.5431602091653189,40,32.48080186367582
UTTAR PRADESH - SHAMLI,MAIZE,1.7744444444444445,0.5759798414682391,9,32.45972807272481
MADHYA PRADESH - ASHOKNAGAR,MAIZE,1.7305882352941178,0.5606744887659338,17,32.39791403474125
MADHYA PRADESH - BARWANI,WHEAT,2.448095238095238,0.7929982285454302,21,32.3924582755379
CHHATTISGARH - BASTAR,MAIZE,2.0294736842105263,0.6570597274069663,19,32.3758683110279
KARNATAKA - BIDAR,MAIZE,2.3056896551724138,0.7460401006788655,58,32.35648384010633
JHARKHAND - SARAIKELA KHARSAWAN,MAIZE,1.3088235294117647,0.4225944029583978,17,32.288111686709044
JAMMU AND KASHMIR - RAJAURI,RICE,1.4421052631578946,0.46560091336499304,19,32.286194722390036
TRIPURA - SEPAHIJALA,RICE,2.669411764705882,0.861513715707963,17,32.27354157566191
WEST BENGAL - MEDINIPUR WEST,MAIZE,2.1895348837209303,0.7064059047924086,43,32.262829427587434
JHARKHAND - HAZARIBAGH,MAIZE,1.4394117647058824,0.464374183555612,17,32.26138586205723
BIHAR - BHAGALPUR,WHEAT,2.184090909090909,0.7041283641828052,22,32.238967766954666
ANDHRA PRADESH - EAST GODAVARI,RICE,3.6725,1.183473651468815,44,32.22528662951164
GUJARAT - VALSAD,MAIZE,1.5372727272727273,0.49418803929457683,11,32.1470634668264
MADHYA PRADESH - AGAR MALWA,BARLEY,1.19,0.3822302970723278,3,32.12019303128805
JAMMU AND KASHMIR - ANANTNAG,MAIZE,1.3047368421052632,0.41906467839506895,19,32.11871274508395
ANDHRA PRADESH - VISAKHAPATANAM,RICE,1.8795454545454546,0.6015211513822716,44,32.00354372529619
BIHAR - WEST SINGHBHUM,RICE,0.9166666666666666,0.2931666192912602,6,31.981813013592024
ODISHA - PURI,WHEAT,1.16,0.3709447398198281,11,31.97799481205415
HIMACHAL PRADESH - KANGRA,BARLEY,1.3714285714285714,0.4384436761350962,21,31.969851384850767
MADHYA PRADESH - RATLAM,BARLEY,3.0494736842105263,0.9728564681402595,19,31.90243854792014
ODISHA - DHENKANAL,WHEAT,1.2794444444444446,0.4080148818252218,18,31.890003790073777
KARNATAKA - BIDAR,WHEAT,0.9968181818181818,0.31740594952920587,22,31.841910121488958
BIHAR - MUZAFFARPUR,WHEAT,2.2427272727272727,0.7138772858277388,22,31.830766696818515
CHHATTISGARH - DANTEWADA,MAIZE,1.7484210526315789,0.5564596736701164,19,31.826411197267348
BIHAR - BEGUSARAI,WHEAT,2.411818181818182,0.7670452669552441,22,31.80361076708513
PUNJAB - LUDHIANA,MAIZE,3.878181818181818,1.2319270091381858,22,31.765581576465173
JAMMU AND KASHMIR - SAMBA,WHEAT,1.8727272727272728,0.5942405389922656,11,31.731290917062726
PUNJAB - KAPURTHALA,MAIZE,3.897727272727273,1.235371283376867,22,31.694656832992507
RAJASTHAN - BIKANER,MAIZE,1.3645454545454545,0.4324202501355281,11,31.689691882017385
MAHARASHTRA - SATARA,MAIZE,1.88984375,0.5987672314185495,64,31.68342522595053
GUJARAT - GANDHINAGAR,MAIZE,1.4830434782608695,0.46953976288787974,23,31.660552759956712
BIHAR - DARBHANGA,WHEAT,2.0986363636363636,0.6640875978832441,22,31.643766847371392
MADHYA PRADESH - BHOPAL,WHEAT,2.2531818181818184,0.7123494752519827,22,31.61526821775997
WEST BENGAL - KALIMPONG,WHEAT,2.2066666666666666,0.697160909212022,3,31.593394677281967
JHARKHAND - RAMGARH,MAIZE,1.6718181818181819,0.5280306464935192,11,31.584214852793423
TELANGANA - RAJANNA,MAIZE,5.158333333333333,1.6290293633531183,6,31.580536930916676
BIHAR - ROHTAS,BARLEY,1.5219047619047619,0.4805790158508697,21,31.57746975240383
JHARKHAND - KODERMA,MAIZE,1.335,0.42145778752642205,16,31.56987172482562
NAGALAND - PHEK,BARLEY,1.4446666666666665,0.4560524197105082,15,31.56800321023361
HARYANA - AMBALA,MAIZE,2.638,0.8327355048589148,20,31.5669258854782
