State District,Crop,Area_Total,Producao_Total,Rendimento_Medio_Local
MAHARASHTRA - PUNE,MAIZE,507999.0,1433190.0,19.787076923076924
TAMIL NADU - TUTICORIN,RICE,334462.0,1426936.0,4.131600000000001
TAMIL NADU - VIRUDHUNAGAR,MAIZE,306389.0,1425855.0,4.926923076923076
TAMIL NADU - DINDIGUL,RICE,338632.0,1425748.0,4.2956
MAHARASHTRA - SOLAPUR,WHEAT,1223300.0,1424510.0,1.116818181818182
UTTAR PRADESH - MUZAFFARNAGAR,RICE,575950.0,1420417.0,2.440625
MAHARASHTRA - BULDHANA,WHEAT,950700.0,1413200.0,1.466818181818182
GUJARAT - PANCH MAHALS,RICE,1620152.0,1409462.0,1.8313157894736842
TELANGANA - NIZAMABAD,MAIZE,272229.0,1401974.0,5.2775
MADHYA PRADESH - RAJGARH,MAIZE,956290.0,1401516.0,1.5326086956521738
RAJASTHAN - JALORE,WHEAT,783085.0,1396562.0,1.7604545454545453
ODISHA - DEOGARH,RICE,1111516.0,1392411.0,1.3436734693877552
HARYANA - PANCHKULA,WHEAT,440718.0,1392300.0,2.931363636363636
UTTAR PRADESH - SHAMLI,WHEAT,346507.0,1387470.0,4.001428571428571
BIHAR - VAISHALI,RICE,1093559.0,1385441.0,1.409032258064516
ODISHA - KANDHAMAL,RICE,1086039.0,1384983.0,1.2713207547169811
TAMIL NADU - THENI,RICE,309514.0,1381742.0,4.656000000000001
UTTAR PRADESH - ETAH,RICE,680279.0,1374811.0,2.03875
WEST BENGAL - JHARGRAM,RICE,482643.0,1370710.0,2.9911111111111115
ANDHRA PRADESH - ADILABAD,MAIZE,418958.0,1364421.0,3.4315625
PUNJAB - S NAGAR,RICE,395000.0,1361000.0,3.439230769230769
WEST BENGAL - DARJEELING,RICE,723963.0,1359972.0,1.990151515151515
RAJASTHAN - RAJSAMAND,WHEAT,475159.0,1359449.0,2.7063636363636365
HIMACHAL PRADESH - HAMIRPUR,MAIZE,648972.0,1356274.0,2.0952380952380953
BIHAR - SARAN,MAIZE,606925.0,1355712.0,2.5136363636363637
JHARKHAND - SARAIKELA KHARSAWAN,RICE,990832.15,1354436.0,1.04
GUJARAT - AMRELI,WHEAT,401014.0,1335518.0,3.152272727272727
BIHAR - BHAGALPUR,RICE,834513.0,1335495.0,1.579830508474576
UTTAR PRADESH - SANT RAVIDAS NAGAR,RICE,603677.0,1333145.0,2.2045454545454546
CHHATTISGARH - SURAJPUR,RICE,866974.0,1319927.0,1.5225
HIMACHAL PRADESH - SIRMAUR,MAIZE,460598.0,1302719.0,2.8295238095238098
GUJARAT - KACHCHH,WHEAT,460643.0,1300510.0,2.7854545454545456
JAMMU AND KASHMIR - ANANTNAG,RICE,598049.0,1300092.0,2.2257894736842103
JHARKHAND - SIMDEGA,RICE,1056027.53,1299992.0,1.0607142857142857
ANDHRA PRADESH - EAST GODAVARI,MAIZE,185320.0,1296697.0,5.130681818181818
KARNATAKA - BELAGAVI,WHEAT,1146694.0,1288772.0,1.124090909090909
JHARKHAND - PAKUR,RICE,1012209.2999999999,1286095.0,1.4333333333333333
TELANGANA - MEDAK,MAIZE,469094.0,1284381.0,3.390833333333333
ANDHRA PRADESH - PRAKASAM,MAIZE,227328.0,1277426.0,4.933863636363636
GUJARAT - TAPI,RICE,526640.0,1272537.0,2.6713636363636364
HARYANA - ROHTAK,RICE,674104.0,1270400.0,1.791818181818182
UTTAR PRADESH - AMROHA,RICE,576981.0,1260621.0,2.1979310344827585
GUJARAT - VADODARA,WHEAT,495584.0,1258117.0,2.4477272727272728
ODISHA - GAJAPATI,RICE,851149.0,1256950.0,1.3427906976744186
UTTAR PRADESH - HAPUR,WHEAT,299632.0,1244449.0,4.1571428571428575
BIHAR - BANKA,WHEAT,617820.0,1238367.0,2.013181818181818
MADHYA PRADESH - NEEMUCH,MAIZE,588252.0,1226437.0,2.083181818181818
UTTARAKHAND - NAINITAL,WHEAT,464356.0,1224298.0,2.6526315789473682
JAMMU AND KASHMIR - RAJAURI,WHEAT,783726.0,1223922.0,1.5838888888888887
CHHATTISGARH - KONDAGAON,RICE,816313.0,1211935.0,1.48625
WEST BENGAL - MALDAH,MAIZE,292754.0,1202083.0,3.1245652173913046
UTTAR PRADESH - GONDA,MAIZE,1202373.0,1196857.0,1.641578947368421
MADHYA PRADESH - BETUL,RICE,879804.0,1193472.0,1.3309523809523809
TAMIL NADU - KRISHNAGIRI,RICE,293390.0,1192833.0,4.179473684210526
WEST BENGAL - COOCHBEHAR,MAIZE,202447.0,1187399.0,4.760652173913043
JHARKHAND - GIRIDIH,RICE,921952.6,1175717.0,0.9923333333333333
MAHARASHTRA - NANDURBAR,MAIZE,578827.0,1166989.0,1.959245283018868
GUJARAT - VADODARA,RICE,1001798.0,1165431.0,1.4712
BIHAR - ARWAL,RICE,451782.0,1164220.0,2.0808695652173914
MAHARASHTRA - DHULE,WHEAT,631616.0,1163700.0,1.7259090909090908
ANDHRA PRADESH - ANANTAPUR,MAIZE,298820.0,1153775.0,4.636136363636364
HIMACHAL PRADESH - BILASPUR,MAIZE,536889.0,1151833.0,2.1480952380952383
MADHYA PRADESH - MANDLA,WHEAT,827992.0,1149105.0,1.295909090909091
RAJASTHAN - BUNDI,RICE,636388.0,1149002.0,1.758181818181818
MAHARASHTRA - AMRAVATI,WHEAT,745180.0,1148600.0,1.473181818181818
MADHYA PRADESH - DAMOH,RICE,1231678.0,1136723.0,0.9281818181818182
UTTAR PRADESH - ALIGARH,MAIZE,576777.0,1132300.0,1.9113333333333336
BIHAR - LAKHISARAI,RICE,567843.0,1128426.0,1.9995454545454547
TAMIL NADU - TUTICORIN,MAIZE,332338.0,1127764.0,3.4169565217391304
MADHYA PRADESH - PANNA,RICE,1289839.0,1127665.0,0.8552380952380952
MADHYA PRADESH - RAIPUR,RICE,1051310.0,1119287.0,1.055
PUNJAB - PATHANKOT,WHEAT,290000.0,1117000.0,3.8557142857142854
TAMIL NADU - NAMAKKAL,RICE,262958.0,1111381.0,4.1892000000000005
HARYANA - FARIDABAD,RICE,418627.0,1107400.0,2.6154545454545453
HIMACHAL PRADESH - KANGRA,RICE,754777.0,1099877.0,1.4595238095238094
TRIPURA - SEPAHIJALA,RICE,348480.0,1098943.0,2.669411764705882
PUNJAB - SHAHID BHAGAT SINGH NAGAR,MAIZE,326700.0,1096200.0,3.483181818181818
TELANGANA - JAGITIAL,RICE,298042.0,1092333.0,3.6300000000000003
TELANGANA - PEDDAPALLI,RICE,283221.0,1091210.0,3.841666666666667
TAMIL NADU - VILLUPURAM,MAIZE,169540.0,1087628.0,5.583333333333333
RAJASTHAN - CHURU,WHEAT,504887.0,1081976.0,2.1972727272727273
HARYANA - JHAJJAR,RICE,530083.0,1079400.0,1.9390909090909092
CHHATTISGARH - SUKMA,RICE,625298.0,1073523.0,1.7275
HIMACHAL PRADESH - SOLAN,MAIZE,465424.0,1063559.0,2.2923809523809524
CHHATTISGARH - BIJAPUR,RICE,726023.0,1059340.0,1.4574999999999998
BIHAR - SUPAUL,MAIZE,265098.0,1059166.0,3.717846153846154
MAHARASHTRA - BEED,WHEAT,971170.0,1058520.0,1.0427272727272727
UTTAR PRADESH - KANNAUJ,RICE,429717.0,1058410.0,2.460434782608696
GUJARAT - PANCH MAHALS,WHEAT,519668.0,1056508.0,1.9277272727272725
BIHAR - MUNGER,RICE,579242.0,1054257.0,1.7167391304347825
TAMIL NADU - KARUR,RICE,289012.0,1050397.0,3.6900000000000004
ANDHRA PRADESH - RANGAREDDI,MAIZE,358655.0,1049745.0,3.548125
CHHATTISGARH - BALRAMPUR,RICE,655954.0,1049008.0,1.6025
MAHARASHTRA - PARBHANI,WHEAT,788240.0,1046500.0,1.2786363636363636
UTTAR PRADESH - FIROZABAD,RICE,420553.0,1044782.0,2.565
BIHAR - SHEIKHPURA,RICE,505667.0,1027223.0,1.834
HIMACHAL PRADESH - UNA,WHEAT,666492.0,1026136.0,1.5404761904761906
MAHARASHTRA - SANGLI,WHEAT,566850.0,1014900.0,1.785909090909091
JAMMU AND KASHMIR - KATHUA,RICE,613274.0,1013426.0,1.6605263157894736
RAJASTHAN - HANUMANGARH,BARLEY,343220.0,1009760.0,2.8027272727272727
MADHYA PRADESH - SHAHDOL,WHEAT,765039.0,1007095.0,1.2609090909090908
GUJARAT - BHAVNAGAR,WHEAT,350217.0,992979.0,2.740909090909091
KARNATAKA - VIJAYAPURA,WHEAT,1194636.0,989561.0,0.8204545454545454
RAJASTHAN - PRATAPGARH,MAIZE,549819.0,986754.0,1.791818181818182
UTTAR PRADESH - UNNAO,MAIZE,726737.0,982361.0,1.653061224489796
BIHAR - SIWAN,MAIZE,421177.0,981462.0,2.6565151515151517
MAHARASHTRA - HINGOLI,WHEAT,707000.0,979600.0,1.3968421052631579
HIMACHAL PRADESH - KULLU,MAIZE,332354.0,978854.0,2.960952380952381
MADHYA PRADESH - SHAJAPUR,MAIZE,684052.0,977710.0,1.554782608695652
BIHAR - SHEIKHPURA,WHEAT,451756.0,976410.0,2.1386363636363637
UTTAR PRADESH - GAUTAM BUDDHA NAGAR,RICE,415097.0,969555.0,2.3390909090909093
HARYANA - PALWAL,RICE,362201.0,967800.0,2.673636363636364
JAMMU AND KASHMIR - BARAMULLA,RICE,481926.0,961839.0,2.0605263157894735
MADHYA PRADESH - SINGRAULI,RICE,539782.0,959679.0,1.741818181818182
GUJARAT - GIR SOMNATH,WHEAT,244592.0,950625.0,3.8939999999999997
TELANGANA - KAMAREDDY,RICE,251995.0,947631.0,3.775
KARNATAKA - CHAMARAJANAGARA,RICE,312025.0,943638.0,3.0034920634920637
JAMMU AND KASHMIR - BADGAM,RICE,482494.0,941941.0,1.9657894736842105
ASSAM - CHIRANG,RICE,677375.0,941603.0,1.5185714285714287
JAMMU AND KASHMIR - POONCH,MAIZE,452130.0,941339.0,2.083684210526316
UTTAR PRADESH - GHAZIABAD,RICE,388376.0,940878.0,2.4154166666666668
JHARKHAND - DEOGHAR,RICE,669315.79,939601.0,1.127
MADHYA PRADESH - SINGRAULI,WHEAT,459302.0,938845.0,1.9063636363636363
MADHYA PRADESH - UMARIA,RICE,914007.0,936027.0,1.0131818181818182
TAMIL NADU - THENI,MAIZE,184625.0,929034.0,5.7192307692307685
UTTAR PRADESH - ALIGARH,BARLEY,278966.0,928570.0,3.2363636363636363
TELANGANA - YADADRI,RICE,263396.0,924474.0,3.5083333333333333
JHARKHAND - HAZARIBAGH,RICE,657911.01,924330.0,1.062
TAMIL NADU - ARIYALUR,RICE,225616.0,917258.0,4.042857142857143
MADHYA PRADESH - AGAR MALWA,WHEAT,302652.0,904416.0,3.0583333333333336
UTTAR PRADESH - KASGANJ,MAIZE,352674.0,903508.0,2.274090909090909
UTTAR PRADESH - KANPUR NAGAR,MAIZE,510178.0,900469.0,1.8980769230769232
UTTAR PRADESH - MEERUT,RICE,358525.0,896703.0,2.5796428571428573
GOA - SOUTH GOA,RICE,349062.0,894619.0,2.613571428571429
KARNATAKA - TUMAKURU,MAIZE,400438.0,889489.0,2.5384848484848486
UTTAR PRADESH - UDAM SINGH NAGAR,RICE,317231.0,884660.0,2.793333333333333
WEST BENGAL - DARJEELING,MAIZE,332538.0,881862.0,2.738888888888889
MAHARASHTRA - PALGHAR,RICE,386869.0,878567.0,2.42
RAJASTHAN - BHILWARA,BARLEY,360325.0,877331.0,2.298636363636364
KERALA - KOTTAYAM,RICE,322717.35,876121.0,2.6619047619047618
BIHAR - DARBHANGA,MAIZE,285228.0,873044.0,2.778939393939394
MAHARASHTRA - SATARA,MAIZE,428204.0,872624.0,1.88984375
JAMMU AND KASHMIR - DODA,MAIZE,711245.0,871006.0,1.2684210526315791
JAMMU AND KASHMIR - UDHAMPUR,WHEAT,635098.0,870532.0,1.373888888888889
JHARKHAND - LOHARDAGA,RICE,508970.19,868494.0,1.556
TELANGANA - RANGAREDDI,MAIZE,313026.0,864582.0,3.435833333333333
MAHARASHTRA - NANDED,WHEAT,701590.0,861400.0,1.2168181818181818
MAHARASHTRA - SANGLI,RICE,387923.0,861019.0,2.226818181818182
ANDHRA PRADESH - SRIKAKULAM,MAIZE,173295.0,858548.0,4.859302325581395
PUDUCHERRY - PONDICHERRY,RICE,294207.0,854778.0,3.0166037735849054
RAJASTHAN - ALWAR,BARLEY,270693.0,852450.0,3.233181818181818
MADHYA PRADESH - DURG,RICE,886538.0,840708.0,0.935
MADHYA PRADESH - DINDORI,WHEAT,809882.0,838698.0,0.9676190476190476
TELANGANA - KHAMMAM,MAIZE,149286.0,822605.0,5.3566666666666665
ASSAM - KAMRUP METRO,RICE,368943.0,815771.0,2.036190476190476
JAMMU AND KASHMIR - KATHUA,MAIZE,357602.0,815739.0,2.317894736842105
PUNJAB - JALANDHAR,MAIZE,240100.0,813600.0,3.555909090909091
MADHYA PRADESH - UMARIA,WHEAT,606311.0,808162.0,1.2552380952380953
JHARKHAND - GODDA,RICE,603984.39,807964.0,1.1176666666666668
NAGALAND - PHEK,RICE,401070.0,806830.0,2.08
WEST BENGAL - JALPAIGURI,WHEAT,394322.0,804097.0,2.11
MAHARASHTRA - AKOLA,WHEAT,446500.0,802900.0,1.6313636363636363
HIMACHAL PRADESH - KULLU,WHEAT,503321.0,800000.0,1.6076190476190475
NAGALAND - KOHIMA,RICE,420600.0,796860.0,1.9247826086956523
UTTARAKHAND - DEHRADUN,WHEAT,397834.0,796855.0,2.032631578947368
MADHYA PRADESH - NARSINGHPUR,RICE,406460.0,792519.0,1.5509090909090908
WEST BENGAL - DINAJPUR DAKSHIN,WHEAT,266833.0,792348.0,2.8000000000000003
RAJASTHAN - AJMER,BARLEY,340887.0,790728.0,2.255
HIMACHAL PRADESH - SIRMAUR,WHEAT,553982.0,788730.0,1.4457142857142857
HIMACHAL PRADESH - SOLAN,WHEAT,534021.0,785984.0,1.4966666666666666
TAMIL NADU - ARIYALUR,MAIZE,143171.0,785838.0,5.4417647058823535
MADHYA PRADESH - ALIRAJPUR,MAIZE,428771.0,784034.0,1.9475
BIHAR - GOPALGANJ,MAIZE,340211.0,783132.0,2.5557575757575757
TAMIL NADU - COIMBATORE,MAIZE,213991.0,782903.0,5.9023076923076925
TELANGANA - SIDDIPET,MAIZE,263306.0,769417.0,3.8516666666666666
TAMIL NADU - CUDDALORE,MAIZE,218101.0,766468.0,3.598076923076923
TRIPURA - GOMATI,RICE,257371.0,754326.0,2.5564705882352943
JHARKHAND - JAMTARA,RICE,569123.35,751446.0,1.1420833333333333
UTTAR PRADESH - BALLIA,MAIZE,566325.0,750008.0,1.6973684210526316
HIMACHAL PRADESH - HAMIRPUR,WHEAT,695736.0,749394.0,1.0723809523809524
MAHARASHTRA - YAVATMAL,WHEAT,607713.25,745700.0,1.1622727272727273
GUJARAT - ARAVALLI,WHEAT,310989.0,743450.0,2.406
UTTAR PRADESH - UDAM SINGH NAGAR,WHEAT,247288.0,742091.0,2.9966666666666666
JHARKHAND - PALAMU,RICE,543747.12,741880.0,1.0485714285714285
NAGALAND - WOKHA,RICE,408220.0,737660.0,1.87
BIHAR - PASHCHIM CHAMPARAN,MAIZE,270386.0,737256.0,2.7459090909090906
KERALA - ERNAKULAM,RICE,386076.94,734078.0,1.9934920634920636
BIHAR - MUNGER,WHEAT,378078.0,732886.0,1.9822727272727272
MAHARASHTRA - JALNA,WHEAT,490330.0,726200.0,1.385
TELANGANA - SIDDIPET,RICE,215301.0,725989.0,3.2733333333333334
HARYANA - BHIWANI,RICE,331684.0,725700.0,2.273636363636364
MADHYA PRADESH - GUNA,MAIZE,468989.0,722206.0,1.5172727272727273
KARNATAKA - BANGALORE RURAL,MAIZE,194218.0,721599.0,3.220952380952381
BIHAR - KISHANGANJ,WHEAT,454963.0,716313.0,1.6377272727272727
JAMMU AND KASHMIR - PULWAMA,RICE,358462.0,715082.0,2.053157894736842
MADHYA PRADESH - DINDORI,MAIZE,418647.0,714281.0,1.6504761904761907
RAJASTHAN - BARAN,MAIZE,410896.0,708868.0,1.778181818181818
MANIPUR - SENAPATI,RICE,368863.0,708187.0,1.7756521739130435
MADHYA PRADESH - SHIVPURI,MAIZE,442838.0,704594.0,1.645909090909091
UTTARAKHAND - ALMORA,WHEAT,722132.0,703343.0,0.9921052631578948
JHARKHAND - KHUNTI,RICE,578629.9299999999,702979.0,1.136111111111111
BIHAR - BANKA,MAIZE,272740.0,698309.0,3.1848484848484846
MADHYA PRADESH - SHEOPUR,RICE,234576.0,696440.0,2.534761904761905
SIKKIM - SOUTH DISTRICT,MAIZE,304890.0,696214.0,2.516153846153846
MAHARASHTRA - LATUR,WHEAT,670920.0,696200.0,0.9904545454545454
NAGALAND - TUENSANG,RICE,400750.0,693810.0,1.755909090909091
TAMIL NADU - NAMAKKAL,MAIZE,102108.0,690633.0,5.759230769230769
UTTAR PRADESH - HATHRAS,RICE,337166.0,690558.0,2.047037037037037
UTTAR PRADESH - FARRUKHABAD,RICE,298025.0,690558.0,2.2584615384615385
GUJARAT - CHHOTAUDEPUR,MAIZE,310143.0,689616.0,2.2213333333333334
MADHYA PRADESH - BILASPUR,RICE,647577.0,688990.0,1.065
MADHYA PRADESH - SIDHI,MAIZE,516209.0,686875.0,1.360909090909091
TAMIL NADU - TIRUCHIRAPPALLI,MAIZE,137618.0,686767.0,4.457692307692308
HIMACHAL PRADESH - BILASPUR,WHEAT,542315.0,683188.0,1.2547619047619047
MANIPUR - CHURACHANDPUR,RICE,471874.0,679977.0,1.541304347826087
UTTAR PRADESH - ETAH,BARLEY,237903.0,679747.0,2.916818181818182
MADHYA PRADESH - JANJGIR-CHAMPA,RICE,585009.0,676764.0,1.155
BIHAR - JAMUI,WHEAT,415402.0,676246.0,1.535
KARNATAKA - BAGALKOTE,WHEAT,473494.0,674682.0,1.412857142857143
UTTAR PRADESH - LALITPUR,MAIZE,617816.0,674294.0,1.1395833333333334
TAMIL NADU - TIRUNELVELI,MAIZE,169069.0,674014.0,4.581153846153846
TELANGANA - JAYASHANKAR,RICE,210556.0,673440.0,3.3266666666666667
NAGALAND - MON,RICE,375140.0,669150.0,1.9806451612903226
UTTARAKHAND - PITHORAGARH,WHEAT,458431.0,655140.0,1.4357894736842105
UTTAR PRADESH - FIROZABAD,BARLEY,217459.0,654775.0,3.024090909090909
HIMACHAL PRADESH - CHAMBA,WHEAT,420754.0,653897.0,1.5657142857142858
MADHYA PRADESH - MANDLA,MAIZE,411952.0,651425.0,1.585909090909091
MADHYA PRADESH - KHANDWA,MAIZE,275713.0,650876.0,2.140434782608696
CHHATTISGARH - SURGUJA,MAIZE,477664.0,649143.0,1.5589473684210526
KARNATAKA - DHARWAD,RICE,677704.0,646600.0,2.0182608695652173
NAGALAND - MOKOKCHUNG,RICE,361380.0,642600.0,1.8057142857142858
UTTARAKHAND - TEHRI GARHWAL,WHEAT,489416.0,640435.0,1.33
UTTARAKHAND - HARIDWAR,RICE,305527.0,640264.0,2.4963333333333333
KARNATAKA - CHIKKAMAGALURU,MAIZE,229182.0,635702.0,2.742608695652174
UTTARAKHAND - NAINITAL,RICE,237544.0,634199.0,2.948157894736842
MAHARASHTRA - NANDURBAR,RICE,594316.0,633119.0,1.0
RAJASTHAN - SIROHI,MAIZE,565256.0,631644.0,1.110909090909091
JAMMU AND KASHMIR - JAMMU,MAIZE,335829.0,626814.0,1.8021052631578949
RAJASTHAN - AJMER,MAIZE,741808.0,625525.0,0.8672727272727272
UTTAR PRADESH - BULANDSHAHR,BARLEY,182432.0,623264.0,3.434090909090909
HIMACHAL PRADESH - SHIMLA,MAIZE,258396.0,622381.0,2.4404761904761907
BIHAR - BEGUSARAI,RICE,510466.0,619647.0,1.3987931034482757
KERALA - WAYANAD,RICE,243210.1,617380.0,2.585
GUJARAT - BHARUCH,WHEAT,401915.0,616973.0,1.5613636363636365
BIHAR - SHEOHAR,WHEAT,286495.0,614350.0,2.148636363636364
MEGHALAYA - RI BHOI,RICE,226926.0,613825.0,2.4157407407407407
TELANGANA - KAMAREDDY,MAIZE,115742.0,613574.0,5.19
WEST BENGAL - COOCHBEHAR,WHEAT,317975.0,613288.0,1.9913636363636364
UTTAR PRADESH - SAMBHAL,RICE,258189.0,612685.0,2.3685714285714283
MAHARASHTRA - NANDURBAR,WHEAT,307125.0,608400.0,1.8329999999999997
MADHYA PRADESH - BALAGHAT,WHEAT,453467.0,605112.0,1.1513636363636364
RAJASTHAN - KOTA,RICE,251295.0,603556.0,2.1995454545454547
KERALA - MALAPPURAM,RICE,277478.66,602410.0,2.496984126984127
JAMMU AND KASHMIR - SAMBA,WHEAT,319835.0,599063.0,1.8727272727272728
KARNATAKA - CHITRADURGA,RICE,218314.0,593376.0,2.389090909090909
JHARKHAND - SAHEBGANJ,RICE,558193.25,588772.0,1.0096153846153846
MAHARASHTRA - WARDHA,WHEAT,437266.0,586600.0,1.3231818181818182
ASSAM - DIMA HASAO,RICE,317788.0,582466.0,1.8598305084745763
GUJARAT - PORBANDAR,WHEAT,184165.0,582311.0,3.01625
HIMACHAL PRADESH - MANDI,RICE,414082.0,573690.0,1.3895238095238096
MEGHALAYA - EAST GARO HILLS,RICE,332686.0,572548.0,1.7707407407407407
GUJARAT - DOHAD,RICE,651055.0,572034.0,0.861875
MAHARASHTRA - OSMANABAD,WHEAT,643680.0,571600.0,0.8377272727272728
PUNJAB - PATHANKOT,RICE,197000.0,568000.0,2.8842857142857143
GUJARAT - DANG,RICE,350606.0,567907.0,1.54
RAJASTHAN - BARMER,WHEAT,320065.0,557525.0,1.716818181818182
JHARKHAND - BOKARO,RICE,434600.37,556811.0,1.0984615384615386
BIHAR - SHEOHAR,RICE,495250.0,551728.0,1.2838
UTTARAKHAND - PAURI GARHWAL,WHEAT,510295.0,550642.0,1.1442105263157896
HARYANA - PANCHKULA,RICE,175987.0,550200.0,3.0731818181818182
TELANGANA - BHADRADRI,RICE,161280.0,545927.0,3.6366666666666667
RAJASTHAN - NAGAUR,BARLEY,246905.0,544511.0,2.216818181818182
MADHYA PRADESH - ALIRAJPUR,WHEAT,212567.0,541181.0,2.479090909090909
UTTAR PRADESH - MATHURA,BARLEY,178452.0,532831.0,2.998181818181818
TELANGANA - ADILABAD,RICE,200534.0,532670.0,2.9525
RAJASTHAN - JHUNJHUNU,BARLEY,202622.0,532664.0,2.5713636363636363
MADHYA PRADESH - CHHINDWARA,RICE,467518.0,532455.0,1.180952380952381
RAJASTHAN - BANSWARA,RICE,722936.0,530873.0,0.7336363636363636
KARNATAKA - DHARWAD,WHEAT,883476.0,530850.0,0.6236363636363637
MAHARASHTRA - WASHIM,WHEAT,380320.0,530100.0,1.3235
MADHYA PRADESH - SURGUJA,RICE,615798.0,529577.0,0.855
MADHYA PRADESH - SINGRAULI,MAIZE,288057.0,528110.0,2.000833333333333
TELANGANA - NIRMAL,MAIZE,73335.0,528099.0,6.7316666666666665
UTTAR PRADESH - AGRA,BARLEY,174257.0,526468.0,3.0072727272727273
UTTARAKHAND - PITHORAGARH,RICE,408502.0,524373.0,1.2847368421052632
TELANGANA - JAGITIAL,MAIZE,100605.0,523856.0,5.201666666666667
MADHYA PRADESH - SEHORE,RICE,199605.0,509668.0,1.476
TELANGANA - RAJANNA,RICE,141892.0,509371.0,3.555
TRIPURA - KHOWAI,RICE,175952.0,507545.0,2.584705882352941
WEST BENGAL - MURSHIDABAD,MAIZE,110457.0,507434.0,3.9310869565217392
WEST BENGAL - ALIPURDUAR,RICE,237206.0,506238.0,2.3822222222222225
WEST BENGAL - JALPAIGURI,MAIZE,196216.0,504250.0,3.013695652173913
GUJARAT - GANDHINAGAR,RICE,218735.0,499762.0,2.4403448275862067
HARYANA - CHARKI DADRI,WHEAT,109400.0,498600.0,4.5600000000000005
UTTAR PRADESH - BUDAUN,MAIZE,290649.0,498502.0,1.7940425531914892
JAMMU AND KASHMIR - BARAMULLA,MAIZE,473065.0,495964.0,1.0994736842105264
GUJARAT - KHEDA,MAIZE,303624.0,492762.0,1.7891428571428571
ARUNACHAL PRADESH - WEST SIANG,RICE,478497.0,489717.0,1.0472727272727271
JAMMU AND KASHMIR - KUPWARA,RICE,281337.0,486966.0,1.675263157894737
JHARKHAND - CHATRA,RICE,371053.99,486129.0,1.131304347826087
HARYANA - SIRSA,BARLEY,145282.0,485900.0,3.3659090909090907
CHHATTISGARH - BASTAR,MAIZE,252940.0,484868.0,2.0294736842105263
MAHARASHTRA - CHANDRAPUR,WHEAT,575744.0,480700.0,0.8531818181818182
SIKKIM - WEST DISTRICT,MAIZE,299716.0,480696.0,1.4646153846153847
HARYANA - BHIWANI,BARLEY,154574.0,478400.0,3.016818181818182
KARNATAKA - KOLAR,RICE,200227.0,477333.0,2.373488372093023
MADHYA PRADESH - RAJGARH,RICE,501602.0,475780.0,0.8
UTTAR PRADESH - AURAIYA,MAIZE,229700.0,474773.0,1.9200000000000002
GUJARAT - SABAR KANTHA,RICE,241508.0,474659.0,2.1777272727272727
NAGALAND - ZUNHEBOTO,RICE,281330.0,473820.0,1.720909090909091
TELANGANA - MAHABUBABAD,RICE,154508.0,473353.0,3.151666666666667
MADHYA PRADESH - BURHANPUR,WHEAT,183139.0,473349.0,2.479375
MADHYA PRADESH - MAHASAMUND,RICE,483330.0,473066.0,0.975
TELANGANA - JANGOAN,RICE,147156.0,470005.0,3.1649999999999996
MADHYA PRADESH - DEWAS,MAIZE,274002.0,466803.0,1.6363636363636365
TELANGANA - MANCHERIAL,RICE,149844.0,464999.0,3.2183333333333333
ARUNACHAL PRADESH - EAST SIANG,RICE,279148.0,464809.0,1.6509090909090909
MADHYA PRADESH - SEHORE,MAIZE,309381.0,464737.0,1.5781818181818181
RAJASTHAN - JAISALMER,WHEAT,239458.0,463447.0,1.9513636363636364
MADHYA PRADESH - BASTAR,RICE,516464.0,461481.0,0.895
MAHARASHTRA - KOLHAPUR,MAIZE,191954.0,460083.0,2.2301587301587302
BIHAR - KHAGARIA,RICE,482351.0,458133.0,1.21359375
GUJARAT - BHARUCH,RICE,332247.0,454411.0,2.1702500000000002
KARNATAKA - KOLAR,MAIZE,196322.0,452479.0,2.7817241379310347
BIHAR - RANCHI,RICE,379376.0,451034.0,1.2583333333333333
MANIPUR - UKHRUL,RICE,244345.0,445661.0,1.7730434782608697
JHARKHAND - GARHWA,RICE,375526.32,443210.0,0.8479310344827586
BIHAR - PATNA,MAIZE,196247.0,441299.0,2.7286363636363635
PUNJAB - GURDASPUR,MAIZE,199500.0,438300.0,2.3163636363636364
UTTARAKHAND - DEHRADUN,RICE,215417.0,436656.0,2.037894736842105
JHARKHAND - DHANBAD,RICE,309238.13,435857.0,1.3183333333333334
MADHYA PRADESH - RAJNANDGAON,RICE,494255.0,434759.0,0.875
MANIPUR - TAMENGLONG,RICE,371269.0,434220.0,1.1890909090909092
MIZORAM - AIZAWL,RICE,262783.0,433744.0,1.6434285714285712
TELANGANA - RANGAREDDI,RICE,167998.0,432444.0,2.5974999999999997
MEGHALAYA - EAST JAINTIA HILLS,RICE,263413.0,431531.0,1.9259259259259258
TELANGANA - WANAPARTHY,RICE,160215.0,431483.0,2.723333333333333
TAMIL NADU - COIMBATORE,RICE,114553.0,426599.0,3.9858333333333333
MADHYA PRADESH - SHAHDOL,MAIZE,349603.0,424279.0,1.337391304347826
UTTAR PRADESH - FIROZABAD,MAIZE,180431.0,421782.0,2.0804347826086955
JAMMU AND KASHMIR - KUPWARA,MAIZE,433858.0,421579.0,0.9894736842105264
MADHYA PRADESH - BURHANPUR,MAIZE,121126.0,417311.0,2.9994117647058824
ARUNACHAL PRADESH - CHANGLANG,RICE,238676.0,416640.0,1.7677272727272728
TRIPURA - UNAKOTI,RICE,143729.0,414116.0,2.643529411764706
TAMIL NADU - MADURAI,MAIZE,97695.0,412707.0,3.96
