State District,Crop,Area_Total,Producao_Total,Rendimento_Medio_Local
MADHYA PRADESH - ASHOKNAGAR,WHEAT,2063432.0,4414939.0,2.028125
TELANGANA - NALGONDA,RICE,1407888.0,4394206.0,3.1225
ASSAM - KARBI ANGLONG,RICE,2776165.0,4386296.0,1.5283333333333333
UTTAR PRADESH - GAUTAM BUDDHA NAGAR,WHEAT,1280546.0,4379831.0,3.4481818181818182
ASSAM - SIVASAGAR,RICE,2187468.0,4367259.0,1.8798484848484847
BIHAR - GOPALGANJ,WHEAT,1803091.0,4363803.0,2.415909090909091
GUJARAT - RAJKOT,WHEAT,1161812.0,4363224.0,3.5395454545454546
MADHYA PRADESH - SHEOPUR,WHEAT,1246490.0,4327650.0,3.1376190476190478
HARYANA - MEWAT,WHEAT,1107428.0,4311800.0,3.9250000000000003
BIHAR - GAYA,RICE,2166762.0,4311407.0,1.6504081632653063
TAMIL NADU - MADURAI,RICE,1116516.0,4308944.0,3.8524000000000003
MADHYA PRADESH - KHANDWA,WHEAT,1789238.0,4300172.0,2.158181818181818
RAJASTHAN - DHOLPUR,WHEAT,1165508.0,4298731.0,3.6554545454545457
ANDHRA PRADESH - MEDAK,MAIZE,1630403.0,4294822.0,3.149375
MADHYA PRADESH - SEONI,WHEAT,2580023.0,4286916.0,1.4800000000000002
ASSAM - DHUBRI,RICE,2316608.0,4281983.0,1.6246969696969698
KARNATAKA - BAGALKOTE,MAIZE,1235781.0,4280028.0,3.408888888888889
HARYANA - SONIPAT,RICE,1841031.0,4251200.0,2.2813636363636363
BIHAR - KHAGARIA,MAIZE,1182057.0,4231349.0,2.982878787878788
BIHAR - BUXAR,RICE,1631032.0,4221834.0,2.228214285714286
HARYANA - SIRSA,RICE,1303928.0,4219900.0,3.217727272727273
ANDHRA PRADESH - NIZAMABAD,MAIZE,1011311.0,4218391.0,4.165625
BIHAR - BHOJPUR,WHEAT,1595704.0,4209408.0,2.630909090909091
TELANGANA - KARIMNAGAR,RICE,1166931.0,4188132.0,3.6191666666666666
UTTAR PRADESH - MIRZAPUR,RICE,2029621.0,4179669.0,2.050909090909091
RAJASTHAN - SAWAI MADHOPUR,WHEAT,1433023.0,4151438.0,2.8286363636363636
GUJARAT - MAHESANA,WHEAT,1426429.0,4138961.0,2.880909090909091
BIHAR - BUXAR,WHEAT,1544243.0,4124844.0,2.6454545454545455
BIHAR - MADHUBANI,RICE,3864343.0,4094201.0,1.23234375
GUJARAT - BANAS KANTHA,WHEAT,1472159.0,4066518.0,2.715909090909091
MAHARASHTRA - GADCHIROLI,RICE,3286779.0,4063595.0,1.4938636363636364
UTTAR PRADESH - VARANASI,WHEAT,1525813.0,4042943.0,2.6468181818181815
TELANGANA - NIZAMABAD,RICE,1055770.0,4028000.0,3.7391666666666663
TRIPURA - WEST TRIPURA,RICE,1572111.0,4018144.0,2.5351612903225806
ODISHA - KENDRAPARA,RICE,3106295.0,3980411.0,1.6099999999999999
HARYANA - PANIPAT,RICE,1588982.0,3975000.0,2.4990909090909095
BIHAR - NALANDA,WHEAT,1800696.0,3968928.0,2.205909090909091
ANDHRA PRADESH - CHITTOOR,RICE,1367958.0,3964204.0,2.9045454545454543
BIHAR - KATIHAR,RICE,2314319.0,3935133.0,1.69046875
WEST BENGAL - DINAJPUR UTTAR,MAIZE,614920.0,3929801.0,4.987111111111111
BIHAR - PASHCHIM CHAMPARAN,WHEAT,1676819.0,3921142.0,2.3404545454545453
CHHATTISGARH - JASHPUR,RICE,3436195.0,3918266.0,1.1405263157894738
GUJARAT - PANCH MAHALS,MAIZE,2914118.0,3918180.0,1.6894871794871795
MADHYA PRADESH - SEONI,RICE,2693165.0,3902998.0,1.39
UTTAR PRADESH - SHRAVASTI,WHEAT,1498483.0,3891564.0,2.605909090909091
GUJARAT - KHEDA,WHEAT,1532271.0,3866350.0,2.512272727272727
KARNATAKA - SHIVAMOGGA,MAIZE,1112938.0,3865158.0,3.36828125
MAHARASHTRA - CHANDRAPUR,RICE,3150170.0,3860858.0,1.4522727272727272
ANDHRA PRADESH - WARANGAL,MAIZE,1055894.0,3846622.0,3.725625
ODISHA - DHENKANAL,RICE,2427302.0,3837896.0,1.6611111111111112
ASSAM - LAKHIMPUR,RICE,2760558.0,3834347.0,1.187878787878788
BIHAR - ARARIA,RICE,2647363.0,3826709.0,1.51265625
TAMIL NADU - RAMANATHAPURAM,RICE,2508916.0,3811627.0,1.5050000000000001
ODISHA - JAJAPUR,RICE,2936127.0,3800867.0,1.535438596491228
RAJASTHAN - BANSWARA,MAIZE,2886171.0,3798768.0,1.319090909090909
TRIPURA - SOUTH TRIPURA,RICE,1420362.0,3777863.0,2.632903225806452
UTTAR PRADESH - SANT KABEER NAGAR,RICE,1970516.0,3764042.0,1.9223076923076923
KARNATAKA - CHITRADURGA,MAIZE,1637413.0,3754409.0,2.540454545454545
UTTAR PRADESH - FATEHPUR,RICE,1787817.0,3751526.0,2.098181818181818
UTTAR PRADESH - KAUSHAMBI,WHEAT,1510247.0,3726585.0,2.4481818181818182
GUJARAT - ANAND,RICE,1520082.0,3709768.0,2.665625
ASSAM - DARRANG,RICE,2383879.0,3707422.0,1.7516666666666667
ASSAM - MARIGAON,RICE,1932046.0,3703935.0,1.6333333333333333
MADHYA PRADESH - BHOPAL,WHEAT,1609554.0,3690332.0,2.2531818181818184
BIHAR - PATNA,WHEAT,1360466.0,3689445.0,2.700909090909091
UTTAR PRADESH - MAU,RICE,1923310.0,3664540.0,1.9004545454545456
BIHAR - NALANDA,RICE,2044725.0,3642368.0,1.6882051282051282
BIHAR - MADHEPURA,MAIZE,892123.0,3639261.0,3.813787878787879
ANDHRA PRADESH - VISAKHAPATANAM,RICE,2210108.0,3635084.0,1.8795454545454546
BIHAR - SAMASTIPUR,MAIZE,1116373.0,3621687.0,2.99109375
ASSAM - JORHAT,RICE,2001803.0,3597209.0,1.4731818181818181
KARNATAKA - HASSAN,MAIZE,1039642.0,3587139.0,3.064
ODISHA - KHORDHA,RICE,2494719.0,3585115.0,1.9048888888888889
MADHYA PRADESH - REWA,RICE,2843791.0,3581374.0,1.2576190476190476
TAMIL NADU - VELLORE,RICE,942157.0,3568260.0,3.9284000000000003
RAJASTHAN - TONK,WHEAT,1402965.0,3566668.0,2.6354545454545453
BIHAR - KAIMUR (BHABUA),WHEAT,1524704.0,3565281.0,2.3354545454545454
BIHAR - PURNIA,RICE,2333054.0,3538288.0,1.59328125
ASSAM - NALBARI,RICE,2280365.0,3518210.0,1.6292424242424242
RAJASTHAN - NAGAUR,WHEAT,1604305.0,3512634.0,2.235
RAJASTHAN - BIKANER,WHEAT,1574762.0,3494671.0,2.108636363636364
RAJASTHAN - BANSWARA,WHEAT,1708622.0,3486901.0,2.0
UTTAR PRADESH - UNNAO,RICE,1995252.0,3476984.0,1.755925925925926
UTTAR PRADESH - MAINPURI,RICE,1442390.0,3469869.0,2.4647058823529413
UTTAR PRADESH - BULANDSHAHR,RICE,1395440.0,3461386.0,2.4896875
UTTAR PRADESH - BUDAUN,RICE,1820880.0,3459594.0,1.90825
BIHAR - SITAMARHI,WHEAT,1533292.0,3429324.0,2.139090909090909
BIHAR - PATNA,RICE,1652776.0,3419358.0,1.7409999999999999
MADHYA PRADESH - DAMOH,WHEAT,1812692.0,3417804.0,1.8504545454545456
ODISHA - JAGATSINGHAPUR,RICE,2066555.0,3382313.0,1.8014545454545454
GUJARAT - VALSAD,RICE,1610838.0,3368131.0,2.5121951219512195
RAJASTHAN - JAIPUR,BARLEY,1185125.0,3303849.0,2.7722727272727274
RAJASTHAN - UDAIPUR,WHEAT,1272466.0,3296297.0,2.5377272727272726
UTTAR PRADESH - KASGANJ,WHEAT,958595.0,3282973.0,3.4259999999999997
UTTAR PRADESH - BIJNOR,RICE,1248673.0,3276250.0,2.6076190476190475
PUNJAB - RUPNAGAR,RICE,925000.0,3273000.0,3.5722727272727273
TAMIL NADU - ERODE,RICE,747493.0,3249749.0,4.3124
MADHYA PRADESH - KATNI,WHEAT,1722888.0,3228242.0,1.6485714285714284
ASSAM - KOKRAJHAR,RICE,2217464.0,3227093.0,1.5042424242424242
JHARKHAND - RANCHI,RICE,2315238.07,3220715.0,1.2226666666666666
BIHAR - SUPAUL,RICE,2328036.0,3214031.0,1.4573846153846155
ANDHRA PRADESH - KADAPA,RICE,1226848.0,3210364.0,2.559772727272727
GUJARAT - SURAT,RICE,1501522.0,3205448.0,2.5551219512195122
ASSAM - GOALPARA,RICE,1703766.0,3200710.0,1.8074242424242424
UTTAR PRADESH - SAMBHAL,WHEAT,976677.0,3187033.0,3.2671428571428573
ASSAM - KARIMGANJ,RICE,1629212.0,3161367.0,1.7030303030303031
JAMMU AND KASHMIR - JAMMU,WHEAT,1599994.0,3155276.0,1.9949999999999999
ANDHRA PRADESH - MAHBUBNAGAR,MAIZE,1414476.0,3137747.0,3.4040624999999998
BIHAR - SAMASTIPUR,WHEAT,1205518.0,3136606.0,2.5749999999999997
UTTAR PRADESH - SAHARANPUR,RICE,1320963.0,3132427.0,2.3524000000000003
MADHYA PRADESH - SHAHDOL,RICE,2782747.0,3127537.0,1.2436363636363637
KARNATAKA - UTTARA KANNADA,RICE,1719876.0,3114916.0,2.182424242424242
MAHARASHTRA - AHMEDNAGAR,WHEAT,1930990.0,3114900.0,1.593181818181818
UTTAR PRADESH - SHRAVASTI,RICE,1590251.0,3079906.0,1.941304347826087
BIHAR - MADHUBANI,WHEAT,1875655.0,3067006.0,1.624090909090909
TAMIL NADU - SIVAGANGA,RICE,1609789.0,3058057.0,2.2304
UTTAR PRADESH - AMETHI,WHEAT,1036582.0,3025133.0,2.8644444444444446
TAMIL NADU - PERAMBALUR,MAIZE,719823.0,3024405.0,4.359230769230769
ASSAM - DIBRUGARH,RICE,1734056.0,3019026.0,1.7971212121212121
BIHAR - BEGUSARAI,WHEAT,1242429.0,3017463.0,2.411818181818182
BIHAR - GAYA,WHEAT,1339015.0,3009841.0,2.2122727272727274
BIHAR - MUZAFFARPUR,RICE,2812315.0,2988865.0,1.2627118644067796
MADHYA PRADESH - SATNA,RICE,2137512.0,2981984.0,1.3271428571428572
BIHAR - DARBHANGA,WHEAT,1417705.0,2966868.0,2.0986363636363636
KARNATAKA - DAKSHINA KANNADA,RICE,1256858.0,2966788.0,2.4284615384615384
TAMIL NADU - DINDIGUL,MAIZE,635603.0,2957614.0,5.411538461538461
ODISHA - NAYAGARH,RICE,2020944.0,2956511.0,1.3712195121951218
CHHATTISGARH - DANTEWADA,RICE,2450594.0,2932937.0,1.2894736842105263
HIMACHAL PRADESH - KANGRA,WHEAT,1950877.0,2932362.0,1.52
BIHAR - BHAGALPUR,MAIZE,950654.0,2925122.0,3.390151515151515
MADHYA PRADESH - JHABUA,MAIZE,1900512.0,2924847.0,1.7226086956521738
PUNJAB - S NAGAR,WHEAT,660000.0,2912000.0,4.409230769230769
BIHAR - AURANGABAD,WHEAT,1415409.0,2907853.0,2.0304545454545457
GUJARAT - SABAR KANTHA,MAIZE,1915051.0,2902315.0,2.033513513513513
BIHAR - SAHARSA,MAIZE,730634.0,2902279.0,3.80796875
KARNATAKA - UDUPI,RICE,1210015.0,2890100.0,2.4461904761904765
BIHAR - PURNIA,MAIZE,831310.0,2874133.0,3.2333333333333334
BIHAR - NAWADA,RICE,1441436.0,2855497.0,1.7975
UTTAR PRADESH - AURAIYA,RICE,1036238.0,2845090.0,2.724090909090909
TAMIL NADU - SALEM,MAIZE,418949.0,2805415.0,5.9
KARNATAKA - HASSAN,RICE,1113226.0,2798568.0,2.54875
BIHAR - SIWAN,RICE,2134121.0,2790675.0,1.4482456140350877
MADHYA PRADESH - MANDLA,RICE,2501989.0,2776087.0,1.0480952380952382
ODISHA - MALKANGIRI,RICE,2143791.0,2763202.0,1.3331372549019607
MADHYA PRADESH - DHAR,MAIZE,1489240.0,2753412.0,1.8982608695652174
KARNATAKA - VIJAYAPURA,MAIZE,954867.0,2750085.0,2.58
BIHAR - BEGUSARAI,MAIZE,1322421.0,2710664.0,2.5986363636363636
GUJARAT - DOHAD,MAIZE,2046642.0,2696591.0,1.5441379310344827
CHHATTISGARH - BALODA BAZAR,RICE,1832413.0,2696559.0,1.4725
ODISHA - ANUGUL,RICE,2213378.0,2689920.0,1.3324074074074075
UTTAR PRADESH - ALIGARH,RICE,1215721.0,2680381.0,2.114782608695652
MADHYA PRADESH - KATNI,RICE,2186820.0,2664275.0,1.1785714285714286
UTTAR PRADESH - ETAWAH,RICE,1016519.0,2645611.0,2.5669565217391304
UTTAR PRADESH - BULANDSHAHR,MAIZE,1306920.0,2628894.0,1.9064444444444446
ODISHA - NUAPADA,RICE,2335320.0,2614722.0,1.4226315789473685
UTTAR PRADESH - SANT RAVIDAS NAGAR,WHEAT,1027728.0,2612459.0,2.537272727272727
RAJASTHAN - PALI,WHEAT,1279718.0,2611485.0,2.0245454545454544
WEST BENGAL - MALDAH,WHEAT,965835.0,2610662.0,2.7563636363636363
ANDHRA PRADESH - ADILABAD,RICE,1111361.0,2583905.0,2.386875
ANDHRA PRADESH - ANANTAPUR,RICE,962918.0,2577885.0,2.629090909090909
MAHARASHTRA - JALNA,MAIZE,1265456.0,2559467.0,1.755438596491228
BIHAR - MADHEPURA,RICE,1646795.0,2550215.0,1.6040625
BIHAR - ARARIA,MAIZE,601704.0,2521332.0,3.49546875
CHHATTISGARH - BALOD,RICE,1450306.0,2511501.0,1.7275
BIHAR - KISHANGANJ,RICE,1846123.0,2504193.0,1.41375
MADHYA PRADESH - NEEMUCH,WHEAT,773558.0,2478796.0,2.972857142857143
BIHAR - SAHARSA,RICE,1865092.0,2471792.0,1.4753125
MADHYA PRADESH - PANNA,WHEAT,1567033.0,2465597.0,1.5313636363636363
BIHAR - GOPALGANJ,RICE,1803341.0,2457938.0,1.4452
BIHAR - VAISHALI,WHEAT,972337.0,2454036.0,2.513181818181818
BIHAR - SITAMARHI,RICE,2015200.0,2449263.0,1.263448275862069
MADHYA PRADESH - SEONI,MAIZE,727479.0,2430063.0,2.0934782608695652
MADHYA PRADESH - RATLAM,MAIZE,1140037.0,2424181.0,2.2177272727272728
RAJASTHAN - JODHPUR,WHEAT,1105649.0,2419224.0,2.1750000000000003
BIHAR - SARAN,RICE,1662558.0,2409881.0,1.5791525423728814
ASSAM - BAKSA,RICE,1356264.0,2409220.0,1.7552380952380953
MAHARASHTRA - PUNE,WHEAT,1359230.0,2407300.0,1.75
GUJARAT - NAVSARI,RICE,933609.0,2405614.0,2.78875
TELANGANA - KHAMMAM,RICE,749564.0,2402491.0,3.28
ANDHRA PRADESH - KRISHNA,MAIZE,383172.0,2400956.0,5.317727272727272
CHHATTISGARH - KORBA,RICE,2080132.0,2390598.0,1.1500000000000001
BIHAR - SAMASTIPUR,RICE,1857733.0,2357039.0,1.3168852459016394
KARNATAKA - BELAGAVI,RICE,1433435.0,2356786.0,2.334418604651163
MAHARASHTRA - AHMEDNAGAR,MAIZE,939261.0,2356423.0,19.566825396825397
TELANGANA - WARANGAL,RICE,743022.0,2350929.0,3.234166666666667
GUJARAT - ANAND,WHEAT,919237.0,2349934.0,2.52875
MAHARASHTRA - NASHIK,WHEAT,1437708.0,2349100.0,1.593181818181818
WEST BENGAL - NADIA,WHEAT,943042.0,2337586.0,2.5245
HARYANA - HISAR,RICE,940037.0,2336000.0,2.4436363636363634
ODISHA - RAYAGADA,RICE,1410861.0,2317046.0,1.5705263157894735
UTTAR PRADESH - AMETHI,RICE,1018764.0,2311328.0,2.2455555555555557
PUNJAB - FAZILKA,RICE,712000.0,2301000.0,3.23
ANDHRA PRADESH - KURNOOL,MAIZE,451253.0,2279990.0,5.0636363636363635
UTTARAKHAND - HARIDWAR,WHEAT,844339.0,2279752.0,2.6984210526315793
UTTAR PRADESH - MAHOBA,WHEAT,1339646.0,2278960.0,1.6236363636363635
MADHYA PRADESH - BARWANI,WHEAT,823940.0,2276087.0,2.448095238095238
UTTAR PRADESH - VARANASI,RICE,1065188.0,2270309.0,2.1322727272727273
TELANGANA - WARANGAL,MAIZE,408056.0,2270303.0,6.305833333333333
TAMIL NADU - SALEM,RICE,550871.0,2266352.0,4.1232
KARNATAKA - CHIKKAMAGALURU,RICE,920544.0,2263198.0,2.646136363636364
BIHAR - NAWADA,WHEAT,1051189.0,2251822.0,2.131818181818182
BIHAR - JEHANABAD,RICE,1080999.0,2240492.0,1.8308823529411764
MADHYA PRADESH - SIDHI,WHEAT,1657519.0,2233256.0,1.3845454545454545
RAJASTHAN - AJMER,WHEAT,897690.0,2231312.0,2.4086363636363637
UTTAR PRADESH - LUCKNOW,RICE,1123107.0,2226397.0,1.9013793103448275
MADHYA PRADESH - BETUL,MAIZE,1042446.0,2222000.0,2.0934782608695652
MAHARASHTRA - DHULE,MAIZE,911828.0,2196846.0,13.718709677419353
BIHAR - SAHARSA,WHEAT,1026426.0,2194019.0,2.1177272727272727
UTTAR PRADESH - CHITRAKOOT,WHEAT,1140164.0,2182980.0,1.9181818181818182
ODISHA - BOUDH,RICE,1547515.0,2178788.0,1.530357142857143
TAMIL NADU - DHARMAPURI,RICE,580941.0,2178121.0,3.9507999999999996
RAJASTHAN - PRATAPGARH,WHEAT,640886.0,2169724.0,3.33
BIHAR - BHAGALPUR,WHEAT,984248.0,2155186.0,2.184090909090909
ASSAM - BONGAIGAON,RICE,1647823.0,2151242.0,1.467121212121212
ASSAM - TINSUKIA,RICE,1405698.0,2133329.0,1.71078125
ASSAM - HAILAKANDI,RICE,1010474.0,2132591.0,1.99671875
CHHATTISGARH - KABIRDHAM,RICE,1850189.0,2128798.0,1.1494736842105262
UTTAR PRADESH - KANNAUJ,MAIZE,1080699.0,2101487.0,1.971372549019608
MADHYA PRADESH - BARWANI,MAIZE,824451.0,2092625.0,2.314090909090909
JHARKHAND - GUMLA,RICE,1916937.08,2091956.0,0.9163333333333333
ASSAM - DHEMAJI,RICE,1620847.0,2082017.0,1.1431818181818183
BIHAR - DARBHANGA,RICE,1822025.0,2069620.0,1.31734375
UTTAR PRADESH - SONBHADRA,WHEAT,1234000.0,2065141.0,1.679090909090909
BIHAR - SUPAUL,WHEAT,1166714.0,2063203.0,1.7699999999999998
RAJASTHAN - GANGANAGAR,BARLEY,624918.0,2062261.0,2.840909090909091
UTTAR PRADESH - BAHRAICH,MAIZE,1735477.0,2062115.0,1.7089473684210525
JHARKHAND - EAST SINGHBUM,RICE,1604872.84,2049538.0,1.0736666666666668
HIMACHAL PRADESH - KANGRA,MAIZE,1205094.0,2047307.0,1.7028571428571428
UTTAR PRADESH - KANPUR NAGAR,RICE,944357.0,2047056.0,2.2133333333333334
ODISHA - NABARANGPUR,MAIZE,788580.0,2041828.0,2.468510638297872
MADHYA PRADESH - JABALPUR,RICE,1601146.0,2035748.0,1.1595238095238096
UTTAR PRADESH - SONBHADRA,RICE,1208901.0,2030554.0,1.7359090909090908
UTTAR PRADESH - KANPUR DEHAT,RICE,815410.0,2029186.0,2.520555555555555
MAHARASHTRA - NAGPUR,WHEAT,1520633.0,2023300.0,1.24
CHHATTISGARH - BEMETARA,RICE,1311365.0,2013463.0,1.54375
UTTAR PRADESH - MAINPURI,MAIZE,869254.0,2007441.0,2.052127659574468
KARNATAKA - DHARWAD,MAIZE,763658.0,1992666.0,2.6025757575757575
MADHYA PRADESH - HOSHANGABAD,RICE,863289.0,1986403.0,1.9057142857142855
TELANGANA - KARIMNAGAR,MAIZE,377753.0,1980856.0,5.6258333333333335
JAMMU AND KASHMIR - RAJAURI,MAIZE,864293.0,1970680.0,2.283157894736842
KERALA - ALAPPUZHA,RICE,716372.49,1963444.0,2.6985714285714284
KARNATAKA - KALABURAGI,RICE,809216.0,1963440.0,2.274393939393939
JHARKHAND - WEST SINGHBHUM,RICE,2054081.35,1961550.0,0.7896666666666667
UTTAR PRADESH - MATHURA,RICE,903674.0,1954821.0,2.1356521739130434
MAHARASHTRA - PUNE,RICE,1388469.0,1953833.0,1.4127272727272726
KARNATAKA - MYSURU,MAIZE,610654.0,1936076.0,2.971060606060606
KARNATAKA - GADAG,MAIZE,754852.0,1923368.0,2.6265079365079367
BIHAR - VAISHALI,MAIZE,713938.0,1920692.0,2.841666666666667
ANDHRA PRADESH - KHAMMAM,MAIZE,429476.0,1920459.0,4.378125
BIHAR - ARARIA,WHEAT,1052823.0,1920044.0,1.875
ASSAM - UDALGURI,RICE,1235813.0,1916770.0,1.6576190476190478
MEGHALAYA - WEST GARO HILLS,RICE,857700.0,1915683.0,2.6627777777777775
KARNATAKA - KOPPAL,MAIZE,757397.0,1901104.0,2.675238095238095
TELANGANA - MEDAK,RICE,563944.0,1900610.0,3.3249999999999997
TRIPURA - NORTH TRIPURA,RICE,808728.0,1893041.0,2.3393548387096774
MADHYA PRADESH - ANUPPUR,RICE,1627114.0,1890457.0,1.15125
RAJASTHAN - RAJSAMAND,MAIZE,1359849.0,1886312.0,1.3868181818181817
MANIPUR - IMPHAL EAST,RICE,647826.0,1877852.0,2.827391304347826
MAHARASHTRA - BULDHANA,MAIZE,903131.0,1875218.0,1.6695161290322582
MANIPUR - IMPHAL WEST,RICE,595166.0,1874443.0,3.0882608695652176
WEST BENGAL - DINAJPUR UTTAR,WHEAT,790704.0,1868861.0,2.3886363636363637
JAMMU AND KASHMIR - JAMMU,RICE,1094457.0,1868505.0,1.6978947368421051
MADHYA PRADESH - SIDHI,RICE,1971674.0,1846167.0,1.0142857142857142
MAHARASHTRA - NAGPUR,RICE,1323387.0,1845935.0,1.5868421052631578
GUJARAT - SURENDRANAGAR,WHEAT,698742.0,1840681.0,2.502272727272727
GOA - NORTH GOA,RICE,683001.0,1832942.0,2.7352631578947366
DELHI - DELHI_TOTAL,WHEAT,444289.0,1832412.0,4.1847619047619045
WEST BENGAL - BIRBHUM,WHEAT,661928.0,1821870.0,2.7486363636363635
UTTAR PRADESH - KAUSHAMBI,RICE,900965.0,1818339.0,1.9822727272727272
TAMIL NADU - VIRUDHUNAGAR,RICE,554876.0,1815061.0,3.3544
UTTAR PRADESH - ETAH,MAIZE,930342.0,1810496.0,1.9372340425531915
MADHYA PRADESH - RAISEN,RICE,930783.0,1805857.0,1.2057142857142857
HIMACHAL PRADESH - MANDI,WHEAT,1343862.0,1801390.0,1.340952380952381
CHHATTISGARH - MUNGELI,RICE,897172.0,1798775.0,2.0075
MAHARASHTRA - SATARA,RICE,1035426.0,1796202.0,1.7368181818181818
KARNATAKA - KODAGU,RICE,743130.0,1795466.0,2.55109375
ANDHRA PRADESH - VIZIANAGARAM,MAIZE,366856.0,1785243.0,4.290681818181818
KARNATAKA - YADAGIRI,RICE,721306.0,1773923.0,2.205
BIHAR - MADHEPURA,WHEAT,812643.0,1769292.0,2.26
BIHAR - PURNIA,WHEAT,965349.0,1750549.0,1.9281818181818182
KARNATAKA - CHAMARAJANAGARA,MAIZE,576462.0,1749430.0,3.0874603174603172
MAHARASHTRA - SANGLI,MAIZE,742573.0,1730655.0,1.9912698412698413
RAJASTHAN - HANUMANGARH,RICE,563932.0,1729143.0,3.1540909090909093
UTTAR PRADESH - FARRUKHABAD,MAIZE,818170.0,1725589.0,1.9614893617021276
HIMACHAL PRADESH - MANDI,MAIZE,994730.0,1723177.0,1.72
TAMIL NADU - KANNIYAKUMARI,RICE,405059.0,1721219.0,4.2348
MADHYA PRADESH - DINDORI,RICE,1665234.0,1720860.0,1.0147619047619048
GUJARAT - VADODARA,MAIZE,1010256.0,1718288.0,1.8178947368421052
GUJARAT - GANDHINAGAR,WHEAT,534698.0,1713860.0,3.2040909090909087
MADHYA PRADESH - JHABUA,WHEAT,746153.0,1713596.0,2.1104545454545454
KARNATAKA - CHIKKABALLAPURA,MAIZE,597223.0,1709705.0,3.3983333333333334
MAHARASHTRA - JALGAON,WHEAT,871954.0,1705900.0,1.9286363636363637
NAGALAND - DIMAPUR,RICE,751350.0,1681960.0,2.2165714285714286
TAMIL NADU - PERAMBALUR,RICE,535169.0,1679043.0,3.7676
RAJASTHAN - JHALAWAR,MAIZE,933873.0,1674536.0,1.7895454545454543
JHARKHAND - DUMKA,RICE,1121773.05,1667100.0,1.193
TELANGANA - SURYAPET,RICE,472010.0,1663978.0,3.5216666666666665
MANIPUR - THOUBAL,RICE,556518.0,1662869.0,2.9108695652173915
BIHAR - MUZAFFARPUR,MAIZE,664134.0,1662225.0,2.3621212121212123
CHHATTISGARH - GARIYABAND,RICE,1108038.0,1657106.0,1.4925
MADHYA PRADESH - MANDSAUR,MAIZE,923525.0,1641337.0,1.9039130434782607
JAMMU AND KASHMIR - UDHAMPUR,MAIZE,866279.0,1635133.0,1.9526315789473685
ANDHRA PRADESH - RANGAREDDI,RICE,661113.0,1630212.0,2.488125
BIHAR - KATIHAR,WHEAT,808390.0,1620653.0,2.0854545454545454
KARNATAKA - TUMAKURU,RICE,592701.0,1608234.0,2.7607575757575757
MAHARASHTRA - NASHIK,RICE,1251646.0,1601416.0,1.241818181818182
BIHAR - KHAGARIA,WHEAT,737025.0,1601226.0,2.2490909090909095
RAJASTHAN - SIKAR,BARLEY,573945.0,1593187.0,2.73
TAMIL NADU - TIRUPPUR,MAIZE,225583.0,1584439.0,7.463529411764705
BIHAR - PURBI CHAMPARAN,MAIZE,651650.0,1581295.0,2.5446969696969695
UTTAR PRADESH - BANDA,RICE,1154350.0,1579920.0,1.3409090909090908
BIHAR - JEHANABAD,WHEAT,665217.0,1575546.0,2.382727272727273
GUJARAT - JAMNAGAR,WHEAT,473459.0,1574100.0,3.0395454545454546
JAMMU AND KASHMIR - KATHUA,WHEAT,934740.0,1569671.0,1.6811111111111112
UTTAR PRADESH - HARDOI,MAIZE,996755.0,1565281.0,1.7583673469387755
HIMACHAL PRADESH - CHAMBA,MAIZE,574530.0,1562612.0,2.728095238095238
MADHYA PRADESH - GWALIOR,RICE,685820.0,1553137.0,2.2104545454545454
CHHATTISGARH - KOREA,RICE,1313311.0,1549123.0,1.1736842105263159
RAJASTHAN - DUNGARPUR,WHEAT,792369.0,1548866.0,1.9668181818181816
BIHAR - JAMUI,RICE,1009474.0,1547991.0,1.4719354838709677
MADHYA PRADESH - KHARGONE,MAIZE,702202.0,1546965.0,1.963913043478261
RAJASTHAN - SIROHI,WHEAT,626991.0,1546483.0,2.4095454545454547
KARNATAKA - HAVERI,RICE,963054.0,1545740.0,2.1390697674418604
KERALA - THRISSUR,RICE,602593.98,1521058.0,2.5466666666666664
UTTAR PRADESH - JAUNPUR,MAIZE,994320.0,1510728.0,1.7273469387755103
RAJASTHAN - DUNGARPUR,MAIZE,1590370.0,1506581.0,0.9600000000000001
BIHAR - LAKHISARAI,WHEAT,660967.0,1503884.0,2.2054545454545456
TELANGANA - MAHBUBNAGAR,MAIZE,631314.0,1502992.0,3.864166666666667
RAJASTHAN - BUNDI,MAIZE,744784.0,1500173.0,2.0436363636363635
GUJARAT - DOHAD,WHEAT,715470.0,1500145.0,2.08
GUJARAT - PATAN,WHEAT,524383.0,1499465.0,2.80875
MANIPUR - BISHNUPUR,RICE,477737.0,1496270.0,3.005217391304348
PUNJAB - RUPNAGAR,MAIZE,521400.0,1495800.0,2.9295454545454547
ODISHA - JHARSUGUDA,RICE,1219604.0,1487337.0,1.3859615384615387
MAHARASHTRA - AURANGABAD,WHEAT,931580.0,1485300.0,1.4931818181818182
MAHARASHTRA - SOLAPUR,MAIZE,829652.0,1475025.0,1.6385714285714286
TAMIL NADU - ERODE,MAIZE,259971.0,1457732.0,5.22
TELANGANA - MAHBUBNAGAR,RICE,555757.0,1443359.0,2.5524999999999998
TRIPURA - DHALAI,RICE,652085.0,1435818.0,2.263225806451613
HIMACHAL PRADESH - UNA,MAIZE,635725.0,1435206.0,2.257142857142857
MAHARASHTRA - SATARA,WHEAT,803040.0,1433500.0,1.7713636363636363
