State District,Crop,Rendimento_Medio,Precipitacao_Anual_Media,Precipitacao_Jun_Sep_Media,Temp_Media_JanFeb,Temp_Media_MarMay,Temp_Media_JunSep,Temp_Media_OctDec
HARYANA - KURUKSHETRA,WHEAT,4.529545454545455,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
HARYANA - MAHENDRAGARH,BARLEY,3.498947368421053,1136.0315789473684,863.9947368421053,20.124736842105264,26.931052631578947,27.67526315789474,22.688947368421054
HARYANA - MAHENDRAGARH,WHEAT,4.245,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
HARYANA - MEWAT,BARLEY,3.125,1138.8857142857144,870.7857142857143,20.37,27.030714285714286,27.76571428571429,22.852857142857143
HARYANA - MEWAT,RICE,2.7857142857142856,1138.8857142857144,870.7857142857143,20.37,27.030714285714286,27.76571428571429,22.852857142857143
HARYANA - MEWAT,WHEAT,3.9250000000000003,1138.8857142857144,870.7857142857143,20.37,27.030714285714286,27.76571428571429,22.852857142857143
HARYANA - PALWAL,BARLEY,3.1981818181818182,1126.8363636363638,862.2090909090908,20.36,27.171818181818182,27.835454545454546,23.002727272727274
HARYANA - PALWAL,MAIZE,3.85,1118.0,877.8,19.16,26.46,27.26,22.87
HARYANA - PALWAL,RICE,2.673636363636364,1126.8363636363638,862.2090909090908,20.36,27.171818181818182,27.835454545454546,23.002727272727274
HARYANA - PALWAL,WHEAT,4.450909090909091,1126.8363636363638,862.2090909090908,20.36,27.171818181818182,27.835454545454546,23.002727272727274
HARYANA - PANCHKULA,BARLEY,4.0,1211.0,897.7,21.84,28.41,28.5,24.21
HARYANA - PANCHKULA,MAIZE,2.39,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
HARYANA - PANCHKULA,RICE,3.0731818181818182,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
HARYANA - PANCHKULA,WHEAT,2.931363636363636,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
HARYANA - PANIPAT,RICE,2.4990909090909095,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
HARYANA - PANIPAT,WHEAT,4.544090909090909,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
HARYANA - REWARI,BARLEY,3.4804761904761907,1134.2380952380952,860.7857142857143,20.09857142857143,26.867619047619048,27.68761904761905,22.692857142857143
HARYANA - REWARI,RICE,3.343,1136.725,862.2,20.174,26.9185,27.673000000000002,22.716
HARYANA - REWARI,WHEAT,4.343636363636364,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
HARYANA - ROHTAK,BARLEY,2.4681818181818183,1131.7954545454545,856.8454545454545,20.09090909090909,26.876363636363635,27.671363636363637,22.672272727272727
HARYANA - ROHTAK,MAIZE,2.9330000000000003,1112.3799999999999,854.71,20.134,27.04,27.74,22.813
